PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,TARPOP,TARAGG,TARSBJ,T001,T048,T064,T080,T096,T112,T128,T144,T160,T176,T192,T208,T224,T240
10003957,10003957,3500006572,1,60,14,,0,0,2,3,7,22,27,22,14,2,0,0,2,0
10003957,10003957,3500006573,1,215,13,035,0,0,0,3,10,22,22,21,15,3,0,0,1,0
10003957,10003957,3500006574,1,60,14,,0,0,2,3,17,29,17,19,8,2,2,2,0,0
10003957,10003957,3500006575,1,30,14,,0,0,0,5,5,30,5,15,25,5,0,0,5,0
10003957,10003957,3500006576,1,215,13,035,0,0,0,3,10,22,22,21,15,3,0,0,1,0
10003957,10003957,3500006582,1,215,13,035,0,0,0,3,10,22,22,21,15,3,0,0,1,0
10003957,10003957,3500006583,1,10,24,,0,0,0,0,20,25,0,35,10,0,0,0,0,10
10003957,10003957,3500006586,1,15,24,,0,0,0,5,5,20,20,20,5,20,0,0,0,0
10003957,10003957,3500006587,1,15,13,040,0,0,0,5,15,25,15,5,5,20,0,0,0,5
10003957,10003957,3500006588,1,15,13,040,0,0,0,5,15,25,15,5,5,20,0,0,0,5
10003957,10003957,3500006589,1,15,13,040,0,0,0,5,15,25,15,5,5,20,0,0,0,5
10003957,10003957,3500006591,1,90,13,037,0,0,0,0,11,30,21,23,10,4,0,0,0,1
10003957,10003957,3500006592,1,90,13,037,0,0,0,0,11,30,21,23,10,4,0,0,0,1
10003957,10003957,3500006652,1,40,13,025,0,0,0,5,20,15,25,25,10,0,5,0,0,0
10003957,10003957,3500006674,1,215,13,035,0,0,0,3,10,22,22,21,15,3,0,0,1,0
10003957,10003957,3500006674,1,455,13,060,0,0,1,4,14,30,23,14,10,3,1,0,0,1
10003957,10003957,3500006675,1,215,13,035,0,0,0,3,10,22,22,21,15,3,0,0,1,0
10003957,10003957,3500006675,1,455,13,060,0,0,1,4,14,30,23,14,10,3,1,0,0,1
10003957,10003957,3500006676,1,225,13,019,0,0,1,1,11,31,25,17,9,2,1,1,0,0
10003957,10003957,3500006676,1,455,13,060,0,0,1,4,14,30,23,14,10,3,1,0,0,1
10003957,10003957,3500006677,1,35,13,027,0,0,0,5,10,15,30,15,20,0,0,0,5,0
10003957,10003957,3500006677,1,455,13,060,0,0,1,4,14,30,23,14,10,3,1,0,0,1
10003957,10003957,3500006683,1,40,24,,0,0,0,0,20,15,40,20,5,0,0,0,0,0
10003957,10003957,3500006685,1,455,13,060,0,0,1,4,14,30,23,14,10,3,1,0,0,1
10003957,10003957,3500006686,1,15,14,,0,0,0,0,15,5,35,20,20,0,0,0,0,0
10003957,10003957,3500006687,1,10,14,,10,0,0,0,0,30,20,20,20,0,0,0,0,0
10003957,10003957,3500006749,1,135,14,,0,0,1,1,13,34,26,14,7,1,1,1,1,1
10003957,10003957,3500006754,1,215,13,035,0,0,0,3,10,22,22,21,15,3,0,0,1,0
10003957,10003957,3500006755,1,215,13,035,0,0,0,3,10,22,22,21,15,3,0,0,1,0
10003957,10003957,3500006756,1,215,13,035,0,0,0,3,10,22,22,21,15,3,0,0,1,0
10003957,10003957,3500006757,1,215,13,035,0,0,0,3,10,22,22,21,15,3,0,0,1,0
10003957,10003957,3500006758,1,215,13,035,0,0,0,3,10,22,22,21,15,3,0,0,1,0
10003957,10003957,3500006759,1,215,13,035,0,0,0,3,10,22,22,21,15,3,0,0,1,0
10003957,10003957,3500006771,1,40,24,,0,0,0,0,20,15,40,20,5,0,0,0,0,0
10003957,10003957,3500006801,1,55,14,,2,2,0,4,11,21,25,17,9,6,0,0,2,2
10003957,10003957,3500006802,1,55,14,,2,2,0,4,11,21,25,17,9,6,0,0,2,2
10003957,10003957,3500006804,1,10,14,,0,0,0,0,20,30,0,20,20,0,0,0,0,10
10003957,10003957,3500006805,1,10,14,,0,0,0,0,20,30,0,20,20,0,0,0,0,10
10003957,10003957,3500006807,1,80,13,048,0,0,4,7,13,26,20,13,9,4,1,1,0,2
10003957,10003957,3500006808,1,80,13,048,0,0,4,7,13,26,20,13,9,4,1,1,0,2
10003957,10003957,3500006809,1,80,13,048,0,0,4,7,13,26,20,13,9,4,1,1,0,2
10003957,10003957,3500006810,1,80,13,048,0,0,4,7,13,26,20,13,9,4,1,1,0,2
10003957,10003957,3500006811,1,60,14,,0,0,0,0,12,30,18,28,5,7,0,0,0,0
10003957,10003957,3500006812,1,60,14,,0,0,0,0,12,30,18,28,5,7,0,0,0,0
10003957,10003957,3500006866,1,15,14,,0,0,15,10,15,0,25,10,25,0,0,10,0,0
10003957,10003957,3500006873,1,60,13,073,0,0,0,5,18,26,23,23,5,0,2,0,0,0
10003957,10003957,3500006876,1,65,13,032,0,0,1,3,16,29,19,18,8,1,1,1,0,0
10003957,10003957,3500006877,1,65,13,032,0,0,1,3,16,29,19,18,8,1,1,1,0,0
10003957,10003957,3500006880,1,65,13,032,0,0,1,3,16,29,19,18,8,1,1,1,0,0
10003957,10003957,3500006881,1,65,13,032,0,0,1,3,16,29,19,18,8,1,1,1,0,0
10003957,10003957,3500006885,1,75,14,,0,0,4,4,1,18,32,20,15,3,1,1,0,0
10003957,10003957,3500006886,1,40,14,,5,0,0,0,5,35,15,20,15,10,0,5,0,0
10003957,10003957,3500006994,1,65,13,032,0,0,1,3,16,29,19,18,8,1,1,1,0,0
10003957,10003957,3500007262,1,90,13,037,0,0,0,0,11,30,21,23,10,4,0,0,0,1
10003957,10003957,3500007263,1,90,13,037,0,0,0,0,11,30,21,23,10,4,0,0,0,1
10003957,10003957,3500007283,1,65,13,032,0,0,1,3,16,29,19,18,8,1,1,1,0,0
10003957,10003957,3500007439,1,75,13,011,0,0,0,5,13,30,21,22,5,1,3,0,0,0
10003957,10003957,3500007440,1,10,14,,0,0,0,0,25,20,20,20,10,10,0,0,0,0
10004011,10000291,K00038,1,25,23,061,25,5,20,25,10,10,5,5,0,0,0,0,0,0
10004011,10000291,K00051,1,25,21,D,25,5,20,25,10,10,5,5,0,0,0,0,0,0
10004011,10000291,K00053,1,25,23,061,25,5,20,25,10,10,5,5,0,0,0,0,0,0
10004048,10004048,UDAAAMAN,1,10,13,067,0,10,0,10,10,55,0,10,10,0,0,0,0,0
10004048,10004048,UDACFINA,1,30,14,,5,20,30,25,5,10,0,5,5,0,0,0,5,0
10004048,10004048,UDADMCPR,1,15,24,,0,10,25,15,30,15,0,0,10,0,0,0,0,0
10004048,10004048,UDARCHIT,1,25,14,,0,5,0,30,10,30,10,5,0,5,5,0,0,5
10004048,10004048,UDBANKFN,1,10,14,,0,20,45,20,10,0,0,0,0,0,0,0,0,10
10004048,10004048,UDBEMAJO,1,15,13,073,5,10,35,10,20,20,0,0,5,0,0,0,0,0
10004048,10004048,UDBEMAJO,1,25,13,062,5,15,30,10,15,10,10,0,5,0,0,0,0,0
10004048,10004048,UDBIOCHE,1,75,12,05,21,18,14,18,12,4,8,3,1,0,0,0,1,0
10004048,10004048,UDBIOSCI,1,55,13,012,30,26,14,13,9,2,4,1,1,0,0,0,1,0
10004048,10004048,UDBIOTEC,1,20,13,046,10,5,15,10,30,10,10,5,0,0,0,0,0,5
10004048,10004048,UDBKFIPT,1,20,13,065,5,20,30,15,15,5,5,0,0,0,0,0,0,5
10004048,10004048,UDBMDSCI,1,20,24,,10,0,5,20,25,10,20,5,5,0,0,0,0,0
10004048,10004048,UDBMDSNC,1,20,23,017,10,0,10,20,25,10,20,5,5,0,0,0,0,0
10004048,10004048,UDBMMARK,1,20,14,,0,15,35,10,10,0,15,0,5,0,0,5,0,0
10004048,10004048,UDBSINTC,1,20,24,,5,25,30,20,15,0,0,0,0,0,0,0,0,0
10004048,10004048,UDBSNMGT,1,50,14,,5,10,25,15,20,5,10,5,10,0,0,0,0,0
10004048,10004048,UDBUSECM,1,10,13,052,10,35,25,15,15,0,0,0,0,0,0,0,0,0
10004048,10004048,UDBUSLAW,1,50,13,060,5,10,30,30,10,10,5,0,0,0,0,0,0,0
10004048,10004048,UDCHEMST,1,15,24,,0,5,40,25,20,15,0,0,0,0,0,0,0,0
10004048,10004048,UDCMDVLR,1,90,13,054,22,17,13,11,10,8,7,4,6,1,0,0,0,1
10004048,10004048,UDCMFRIS,1,15,24,,15,10,25,30,15,0,10,0,0,0,0,0,0,0
10004048,10004048,UDCMGMPR,1,15,24,,5,5,20,20,25,0,0,0,20,0,0,0,0,0
10004048,10004048,UDCMPNET,1,95,13,035,17,29,16,14,5,3,7,1,6,0,0,0,1,0
10004048,10004048,UDCMPSCI,1,10,14,,0,20,50,20,0,0,10,0,0,0,0,0,0,0
10004048,10004048,UDCMPTNG,1,15,14,,0,5,25,25,5,5,5,5,15,0,0,0,0,0
10004048,10004048,UDCMSYEN,1,10,24,,0,10,40,0,20,10,10,0,0,0,0,0,0,10
10004048,10004048,UDCNITSC,1,10,24,,0,0,10,35,25,10,15,0,0,0,0,0,10,0
10004048,10004048,UDCRILAW,1,50,13,060,5,10,30,30,10,10,5,0,0,0,0,0,0,0
10004048,10004048,UDCRILAW,1,90,13,054,22,17,13,11,10,8,7,4,6,1,0,0,0,1
10004048,10004048,UDCRIMGY,1,20,14,,0,0,30,20,15,10,15,0,5,0,0,0,0,0
10004048,10004048,UDCRINSE,1,20,13,058,5,10,5,20,25,25,5,0,10,5,0,0,0,0
10004048,10004048,UDCRINSE,1,90,13,054,22,17,13,11,10,8,7,4,6,1,0,0,0,1
10004048,10004048,UDCRIPOL,1,90,13,054,22,17,13,11,10,8,7,4,6,1,0,0,0,1
10004048,10004048,UDCRIPSY,1,15,24,,5,0,5,35,20,0,15,0,15,0,0,0,0,0
10004048,10004048,UDCRISOC,1,90,13,054,22,17,13,11,10,8,7,4,6,1,0,0,0,1
10004048,10004048,UDCRMUTE,1,15,22,37,5,0,25,15,25,10,10,10,0,0,10,0,0,0
10004048,10004048,UDCRYHST,1,15,14,,0,15,15,30,5,20,0,0,5,5,0,0,0,0
10004048,10004048,UDCWENLI,1,10,23,101,10,0,15,35,15,10,10,5,0,0,0,0,0,0
10004048,10004048,UDCWENLI,1,10,13,075,0,20,30,15,10,20,0,10,0,0,0,0,0,0
10004048,10004048,UDDESTPR,1,95,13,096,10,11,15,14,12,14,10,8,4,0,2,0,0,0
10004048,10004048,UDDIENUT,1,30,23,007,0,5,5,10,15,15,15,10,20,5,0,0,0,0
10004048,10004048,UDDIGMDA,1,20,24,,0,10,15,10,20,5,20,10,0,0,0,5,0,0
10004048,10004048,UDDIINRL,1,25,13,053,10,10,10,25,25,5,10,5,5,0,0,0,0,0
10004048,10004048,UDDIPLAW,1,25,13,053,10,10,10,25,25,5,10,5,5,0,0,0,0,0
10004048,10004048,UDDIPLAW,1,50,13,060,5,10,30,30,10,10,5,0,0,0,0,0,0,0
10004048,10004048,UDECNMIC,1,25,24,,10,25,10,25,25,5,0,0,5,0,0,0,0,0
10004048,10004048,UDECOFIN,1,10,13,052,10,35,25,15,15,0,0,0,0,0,0,0,0,0
10004048,10004048,UDECOFIN,1,20,13,065,5,20,30,15,15,5,5,0,0,0,0,0,0,5
10004048,10004048,UDEDSCPL,1,40,13,055,0,0,15,20,20,15,5,15,5,0,0,0,0,0
10004048,10004048,UDEDSCPL,1,50,13,105,0,10,15,20,25,10,5,5,5,0,0,0,0,0
10004048,10004048,UDEDUSTU,1,20,14,,5,15,15,0,20,15,0,5,5,5,0,5,0,0
10004048,10004048,UDELCMEN,1,20,11,9,5,10,15,10,25,15,10,5,5,0,0,0,0,5
10004048,10004048,UDENGLIT,1,15,24,,0,20,30,10,10,10,0,10,0,0,5,0,0,0
10004048,10004048,UDERLYCS,1,25,14,,0,5,15,30,30,5,10,5,5,0,0,0,0,0
10004048,10004048,UDESENLI,1,50,13,105,0,10,15,20,25,10,5,5,5,0,0,0,0,0
10004048,10004048,UDEVEMAN,1,25,24,,0,5,15,35,15,15,5,5,5,0,0,0,0,0
10004048,10004048,UDFILTVS,1,15,24,,5,5,25,5,20,25,5,5,0,0,0,0,5,0
10004048,10004048,UDFINART,1,15,14,,5,5,10,20,5,0,10,10,10,0,5,5,5,0
10004048,10004048,UDFLMBPR,1,15,14,,0,0,15,20,25,15,5,15,5,0,5,0,0,0
10004048,10004048,UDFMBSMN,1,10,14,,0,25,35,10,15,0,10,10,0,0,0,0,0,0
10004048,10004048,UDFRNSCI,1,60,12,10,26,23,18,15,8,2,3,1,1,2,0,0,1,0
10004048,10004048,UDFSHION,1,95,13,096,10,11,15,14,12,14,10,8,4,0,2,0,0,0
10004048,10004048,UDFSMKJR,1,10,14,,10,0,10,10,30,30,0,0,10,0,0,0,0,0
10004048,10004048,UDFUPRDE,1,95,13,096,10,11,15,14,12,14,10,8,4,0,2,0,0,0
10004048,10004048,UDGAMANE,1,10,14,,10,10,20,30,10,10,10,0,0,0,0,0,0,0
10004048,10004048,UDGRPDES,1,20,24,,5,10,5,20,10,10,5,25,5,0,5,0,0,0
10004048,10004048,UDHECODE,1,20,13,058,5,10,5,20,25,25,5,0,10,5,0,0,0,0
10004048,10004048,UDHECODE,1,90,13,054,22,17,13,11,10,8,7,4,6,1,0,0,0,1
10004048,10004048,UDHEWEEC,1,20,13,058,5,10,5,20,25,25,5,0,10,5,0,0,0,0
10004048,10004048,UDHLSCPY,1,15,24,,0,0,15,0,10,10,25,40,10,0,0,0,0,0
10004048,10004048,UDHSCARE,1,30,14,,0,5,20,20,25,15,5,15,0,0,0,0,0,5
10004048,10004048,UDHUMNUT,1,15,24,,0,15,15,25,15,15,15,0,0,0,0,0,0,0
10004048,10004048,UDILLUST,1,10,14,,10,0,20,40,20,10,0,0,0,0,0,0,0,0
10004048,10004048,UDINARDE,1,50,13,047,10,10,10,20,10,20,10,5,0,0,5,0,0,0
10004048,10004048,UDINBUSM,1,10,24,,0,10,40,10,30,10,0,0,0,0,0,0,0,0
10004048,10004048,UDINDEDE,1,50,13,047,10,10,10,20,10,20,10,5,0,0,5,0,0,0
10004048,10004048,UDINRLAW,1,25,13,053,10,10,10,25,25,5,10,5,5,0,0,0,0,0
10004048,10004048,UDINRLAW,1,50,13,060,5,10,30,30,10,10,5,0,0,0,0,0,0,0
10004048,10004048,UDINRPOL,1,25,13,053,10,10,10,25,25,5,10,5,5,0,0,0,0,0
10004048,10004048,UDINTDGN,1,15,14,,0,0,15,0,5,35,20,15,5,0,0,0,0,0
10004048,10004048,UDINTRLT,1,15,24,,0,20,30,10,35,0,0,5,0,0,0,0,0,0
10004048,10004048,UDIRPCST,1,25,13,053,10,10,10,25,25,5,10,5,5,0,0,0,0,0
10004048,10004048,UDJFTSTU,1,15,13,073,5,10,35,10,20,20,0,0,5,0,0,0,0,0
10004048,10004048,UDJFTSTU,1,55,13,069,8,11,22,21,13,6,9,5,2,0,2,0,2,0
10004048,10004048,UDJOURNM,1,25,24,,10,10,30,10,15,5,10,5,10,5,0,0,0,0
10004048,10004048,UDLAWINR,1,50,13,060,5,10,30,30,10,10,5,0,0,0,0,0,0,0
10004048,10004048,UDLAWZZZ,1,15,24,,5,45,15,20,5,5,0,0,5,0,0,0,0,0
10004048,10004048,UDLLBLAW,1,35,14,,5,10,25,35,15,10,5,0,5,0,0,5,0,0
10004048,10004048,UDMATHMS,1,15,14,,5,15,15,40,20,0,5,0,0,0,0,0,0,0
10004048,10004048,UDMATSCI,1,20,13,032,10,10,15,40,15,5,5,0,0,0,0,0,0,0
10004048,10004048,UDMAVICU,1,55,13,069,8,11,22,21,13,6,9,5,2,0,2,0,2,0
10004048,10004048,UDMBLIVE,1,95,13,063,3,11,23,21,18,4,8,7,5,0,0,1,0,0
10004048,10004048,UDMCJOUR,1,15,13,073,5,10,35,10,20,20,0,0,5,0,0,0,0,0
10004048,10004048,UDMCJOUR,1,55,13,069,8,11,22,21,13,6,9,5,2,0,2,0,2,0
10004048,10004048,UDMEDBSC,1,10,14,,0,0,25,35,10,10,10,10,0,0,0,0,0,0
10004048,10004048,UDMEDCOM,1,15,14,,0,15,35,35,5,0,5,0,0,0,0,0,0,0
10004048,10004048,UDMEDMAR,1,55,13,069,8,11,22,21,13,6,9,5,2,0,2,0,2,0
10004048,10004048,UDMEDMAR,1,25,13,062,5,15,30,10,15,10,10,0,5,0,0,0,0,0
10004048,10004048,UDMEDSPA,1,55,13,069,8,11,22,21,13,6,9,5,2,0,2,0,2,0
10004048,10004048,UDMEDSPA,1,15,11,F,0,20,20,15,5,15,5,15,0,0,0,0,0,0
10004048,10004048,UDMEPURE,1,15,23,071,0,5,15,20,30,20,5,5,5,0,5,0,0,0
10004048,10004048,UDMEPURE,1,55,13,069,8,11,22,21,13,6,9,5,2,0,2,0,2,0
10004048,10004048,UDMULJOU,1,15,13,073,5,10,35,10,20,20,0,0,5,0,0,0,0,0
10004048,10004048,UDPAINTI,1,15,13,095,5,5,10,20,5,0,10,10,10,0,5,5,5,0
10004048,10004048,UDPHARMA,1,10,24,,0,20,30,40,0,0,0,0,0,10,0,0,0,0
10004048,10004048,UDPHMSCI,1,20,24,,0,0,35,25,25,5,10,0,0,0,0,0,0,0
10004048,10004048,UDPHOTGR,1,10,23,100,20,10,20,10,0,10,25,0,10,0,0,0,0,0
10004048,10004048,UDPHOTOJ,1,15,13,073,5,10,35,10,20,20,0,0,5,0,0,0,0,0
10004048,10004048,UDPOLTCS,1,25,13,053,10,10,10,25,25,5,10,5,5,0,0,0,0,0
10004048,10004048,UDPSPRIN,1,40,13,055,0,0,15,20,20,15,5,15,5,0,0,0,0,0
10004048,10004048,UDPSYCGY,1,20,14,,5,0,25,25,25,10,10,5,0,0,0,0,0,0
10004048,10004048,UDPSYSCG,1,30,13,019,10,0,15,20,25,10,10,5,5,0,0,0,0,0
10004048,10004048,UDPSYSCG,1,90,13,054,22,17,13,11,10,8,7,4,6,1,0,0,0,1
10004048,10004048,UDPUBLIS,1,15,12,30,5,10,35,10,20,20,0,0,5,0,0,0,0,0
10004048,10004048,UDSCLOGY,1,15,24,,0,0,40,25,10,15,10,10,0,0,0,0,0,0
10004048,10004048,UDSOCWOR,1,20,13,058,5,10,5,20,25,25,5,0,10,5,0,0,0,0
10004048,10004048,UDSPDTHE,1,10,12,02,0,25,15,10,20,10,20,0,0,0,0,0,0,0
10004048,10004048,UDSPDTHE,1,35,13,018,5,10,15,10,15,10,20,5,10,0,0,0,0,0
10004048,10004048,UDSPMACO,1,10,14,,25,10,10,10,15,10,10,0,10,0,10,0,0,0
10004048,10004048,UDSPOSCI,1,25,24,,0,20,25,15,10,15,0,10,5,0,0,0,0,0
10004048,10004048,UDSPOTHE,1,15,14,,0,0,5,5,20,5,40,5,20,0,0,0,0,0
10004048,10004048,UDSPPCOA,1,35,13,018,5,10,15,10,15,10,20,5,10,0,0,0,0,0
10004048,10004048,UDSSLPLY,1,40,13,055,0,0,15,20,20,15,5,15,5,0,0,0,0,0
10004048,10004048,UDSSPEDU,1,35,13,018,5,10,15,10,15,10,20,5,10,0,0,0,0,0
10004048,10004048,UDTHEFLM,1,55,13,069,8,11,22,21,13,6,9,5,2,0,2,0,2,0
10004048,10004048,UDTHEFLM,1,15,22,37,5,0,25,15,25,10,10,10,0,0,10,0,0,0
10004048,10004048,UDTHEFSD,1,15,22,37,5,0,25,15,25,10,10,10,0,0,10,0,0,0
10004048,10004048,UDTHPEPR,1,15,22,37,5,0,25,15,25,10,10,10,0,0,10,0,0,0
10004048,10004048,UDTRASTU,1,15,11,F,0,20,20,15,5,15,5,15,0,0,0,0,0,0
10004048,10004048,UDTTRMAN,1,15,24,,0,10,15,10,10,30,25,0,10,0,0,0,0,0
10004048,10004048,UDTXTDES,1,20,24,,5,0,5,5,10,25,25,10,15,5,0,0,0,0
10004048,10004048,UDYTHSTU,1,20,13,058,5,10,5,20,25,25,5,0,10,5,0,0,0,0
10004048,10004048,UEBIOCES,1,55,13,012,30,26,14,13,9,2,4,1,1,0,0,0,1,0
10004048,10004048,UEBIONCE,1,20,23,017,10,0,10,20,25,10,20,5,5,0,0,0,0,0
10004048,10004048,UEBIOOGY,1,20,13,046,10,5,15,10,30,10,10,5,0,0,0,0,0,5
10004048,10004048,UEBIOTRY,1,75,12,05,21,18,14,18,12,4,8,3,1,0,0,0,1,0
10004048,10004048,UEBMGEXT,1,95,13,063,3,11,23,21,18,4,8,7,5,0,0,1,0,0
10004048,10004048,UECHETRY,1,60,13,025,27,23,18,16,8,2,3,1,1,0,0,0,1,0
10004048,10004048,UECOMING,1,95,13,035,17,29,16,14,5,3,7,1,6,0,0,0,1,0
10004048,10004048,UECOMUTH,1,20,13,058,5,10,5,20,25,25,5,0,10,5,0,0,0,0
10004048,10004048,UECOMUTH,1,90,13,054,22,17,13,11,10,8,7,4,6,1,0,0,0,1
10004048,10004048,UECONENG,1,95,13,035,17,29,16,14,5,3,7,1,6,0,0,0,1,0
10004048,10004048,UECOTEMA,1,95,13,035,17,29,16,14,5,3,7,1,6,0,0,0,1,0
10004048,10004048,UECREURE,1,10,13,075,0,20,30,15,10,20,0,10,0,0,0,0,0,0
10004048,10004048,UECREURE,1,10,23,101,10,0,15,35,15,10,10,5,0,0,0,0,0,0
10004048,10004048,UECRIING,1,90,13,054,22,17,13,11,10,8,7,4,6,1,0,0,0,1
10004048,10004048,UECYBITY,1,95,13,035,17,29,16,14,5,3,7,1,6,0,0,0,1,0
10004048,10004048,UEEACHST,1,50,13,105,0,10,15,20,25,10,5,5,5,0,0,0,0,0
10004048,10004048,UEEDUIES,1,50,13,105,0,10,15,20,25,10,5,5,5,0,0,0,0,0
10004048,10004048,UEFARIND,1,50,13,047,10,10,10,20,10,20,10,5,0,0,5,0,0,0
10004048,10004048,UEFARIND,1,95,13,096,10,11,15,14,12,14,10,8,4,0,2,0,0,0
10004048,10004048,UEFARTDE,1,95,13,096,10,11,15,14,12,14,10,8,4,0,2,0,0,0
10004048,10004048,UEFFIPHM,1,55,13,069,8,11,22,21,13,6,9,5,2,0,2,0,2,0
10004048,10004048,UEFFSHTX,1,95,13,096,10,11,15,14,12,14,10,8,4,0,2,0,0,0
10004048,10004048,UEFORNCE,1,60,12,10,26,23,18,15,8,2,3,1,1,2,0,0,1,0
10004048,10004048,UEHUMION,1,30,23,007,0,5,5,10,15,15,15,10,20,5,0,0,0,0
10004048,10004048,UEINTICS,1,25,13,053,10,10,10,25,25,5,10,5,5,0,0,0,0,0
10004048,10004048,UEMATICS,1,20,13,032,10,10,15,40,15,5,5,0,0,0,0,0,0,0
10004048,10004048,UEMEDCES,1,10,13,015,0,0,25,35,10,10,10,10,0,0,0,0,0,0
10004048,10004048,UEMEDICO,1,55,13,069,8,11,22,21,13,6,9,5,2,0,2,0,2,0
10004048,10004048,UEPHANCE,1,30,23,004,0,5,35,30,15,5,5,0,0,5,0,0,0,0
10004048,10004048,UEPHAOGY,1,30,23,004,0,5,35,30,15,5,5,0,0,5,0,0,0,0
10004048,10004048,UEPSYOGY,1,30,13,019,10,0,15,20,25,10,10,5,5,0,0,0,0,0
10004048,10004048,UESCIENC,1,55,13,012,30,26,14,13,9,2,4,1,1,0,0,0,1,0
10004048,10004048,UESCIENC,1,60,13,025,27,23,18,16,8,2,3,1,1,0,0,0,1,0
10004048,10004048,UESOSCHU,1,90,13,054,22,17,13,11,10,8,7,4,6,1,0,0,0,1
10004048,10004048,UESPOAPY,1,35,13,018,5,10,15,10,15,10,20,5,10,0,0,0,0,0
10004048,10004048,UESPONCE,1,35,13,018,5,10,15,10,15,10,20,5,10,0,0,0,0,0
10004063,10004063,F9L1-UBENPOWEC,1,375,13,052,0,0,0,0,0,0,0,4,10,7,14,20,17,29
10004063,10004063,F9L1-UBENPOWEC,1,40,13,059,0,0,0,0,0,0,0,10,15,25,15,10,10,10
10004063,10004063,FK84-UBENDV,1,15,24,,0,0,0,0,0,0,0,0,25,10,30,5,20,10
10004063,10004063,G0N0-UBBMS2,1,25,14,,0,0,0,0,0,0,0,0,25,15,15,10,15,20
10004063,10004063,G1L1-UBMAWEC,1,45,14,,0,0,0,0,0,0,0,0,20,5,25,20,10,20
10004063,10004063,G3N3-UBSTWFI,1,15,24,,0,0,0,0,0,0,0,0,25,20,20,0,15,25
10004063,10004063,GL11-UBMAEC,1,65,14,,2,0,0,0,0,0,0,3,8,13,8,14,16,37
10004063,10004063,GN13-UBFIMAST,1,185,13,032,0,1,0,1,0,0,0,4,14,10,16,15,12,26
10004063,10004063,L0V0-UBPHPOLEC,1,375,13,052,0,0,0,0,0,0,0,4,10,7,14,20,17,29
10004063,10004063,L0V0-UBPHPOLEC,1,135,13,053,0,0,0,0,0,0,1,9,18,13,16,14,12,17
10004063,10004063,L0V0-UBPHPOLEC,1,45,13,093,0,0,0,0,0,0,0,5,10,10,20,15,10,30
10004063,10004063,L101-UBEC,1,180,14,,0,0,0,0,0,0,0,0,4,2,13,22,21,38
10004063,10004063,L140-UBEM,1,185,13,032,0,1,0,1,0,0,0,4,14,10,16,15,12,26
10004063,10004063,L140-UBEM,1,375,13,052,0,0,0,0,0,0,0,4,10,7,14,20,17,29
10004063,10004063,L1V3-UBECWEH,1,375,13,052,0,0,0,0,0,0,0,4,10,7,14,20,17,29
10004063,10004063,L1V3-UBECWEH,1,135,13,090,0,0,0,0,0,0,1,13,22,17,12,13,10,11
10004063,10004063,L230-UBGV,1,20,14,,0,0,0,0,0,0,0,10,20,25,30,0,15,5
10004063,10004063,L250-UBIR,1,55,14,,0,0,0,0,0,0,2,9,15,9,13,19,11,22
10004063,10004063,L290-UBPOLIR,1,135,13,053,0,0,0,0,0,0,1,9,18,13,16,14,12,17
10004063,10004063,L301-UBSO2,1,30,14,,0,0,0,0,0,0,20,20,15,25,5,5,15,5
10004063,10004063,L400-UBSPA3,1,10,14,,0,0,0,0,0,0,10,30,20,10,0,20,0,10
10004063,10004063,L601-UBANA2,1,25,14,,0,0,0,0,0,0,10,30,25,10,0,15,10,5
10004063,10004063,L603-UBANS2,1,15,24,,0,0,0,0,10,0,10,30,10,10,15,0,15,10
10004063,10004063,L702-UBGY2,1,30,14,,0,0,0,0,0,0,5,15,15,25,25,5,10,15
10004063,10004063,L7L1-UBGYWEC,1,20,14,,0,0,0,0,0,0,0,5,15,25,0,30,20,5
10004063,10004063,LL12-UBGVEC,1,40,14,,0,0,0,0,0,0,0,5,15,5,20,20,15,25
10004063,10004063,LL34-UBSPSO,1,25,13,055,0,0,0,0,0,0,15,20,15,15,5,10,10,5
10004063,10004063,LL34-UBSPSO,1,30,13,054,0,0,0,0,0,0,20,20,15,20,5,5,15,5
10004063,10004063,LL42-UBSPWGV,1,10,14,,0,0,0,0,0,0,20,20,10,20,10,0,25,0
10004063,10004063,LLK1-UBSPEC,1,10,24,,0,0,0,0,0,0,10,10,0,10,20,30,0,20
10004063,10004063,LV15-UBPHEC,1,35,14,,0,0,0,0,0,5,0,5,15,10,10,20,10,35
10004063,10004063,LV21-UBGVHY,1,20,14,,0,0,0,0,0,0,0,10,20,20,25,20,10,0
10004063,10004063,LV25-UBPOLPH,1,30,14,,5,0,0,0,0,0,0,10,15,15,15,10,5,30
10004063,10004063,M100-UBLL,1,150,14,,0,0,0,0,1,0,0,3,12,13,13,14,17,28
10004063,10004063,ML16-UBANLL2,1,20,14,,0,0,0,0,0,0,10,15,10,20,15,0,15,5
10004063,10004063,N200-UBMG,1,95,14,,0,0,0,0,0,0,2,16,17,10,16,16,7,16
10004063,10004063,N300-UBFI,1,40,13,065,0,0,0,0,0,0,0,5,15,15,15,20,20,10
10004063,10004063,N321-UBACT2,1,85,14,,0,1,0,1,0,0,0,5,6,10,19,17,13,28
10004063,10004063,NN34-UBAF,1,125,14,,0,0,0,0,0,0,0,4,17,17,13,19,20,10
10004063,10004063,V146-UBHY2,1,70,14,,0,0,0,0,0,0,0,10,22,17,11,15,13,13
