PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,TARPOP,TARAGG,TARSBJ,T001,T048,T064,T080,T096,T112,T128,T144,T160,T176,T192,T208,T224,T240
10007165,10007165,U09FUCMU,1,45,14,,0,5,10,5,15,15,10,25,5,0,5,5,0,0
10007165,10007165,U09FUCOG,1,15,14,,0,0,0,0,25,25,25,0,20,0,0,5,0,0
10007165,10007165,U09FUCSE,1,35,13,040,5,5,10,25,30,20,5,0,5,0,0,5,0,0
10007165,10007165,U09FUCSM,1,15,24,,15,0,5,0,15,35,5,5,15,0,0,0,0,0
10007165,10007165,U09FUCSR,1,120,14,,2,2,6,23,35,14,4,8,3,2,0,1,0,1
10007165,10007165,U09FUCSY,1,15,14,,0,5,0,20,30,5,5,20,0,0,5,0,0,0
10007165,10007165,U09FUCYE,1,10,24,,0,15,0,10,35,0,10,15,10,0,0,0,0,10
10007165,10007165,U09FUDIG,1,15,14,,0,5,0,0,5,25,25,30,10,0,0,0,0,0
10007165,10007165,U09FUDIR,1,20,14,,0,0,5,25,25,35,5,5,0,0,0,0,5,0
10007165,10007165,U09FUDSC,1,15,23,050,0,0,0,25,15,30,15,15,5,0,0,0,0,0
10007165,10007165,U09FUECW,1,30,14,,5,0,5,10,30,25,20,0,5,5,0,0,0,0
10007165,10007165,U09FUEEE,1,35,13,040,5,5,10,25,30,20,5,0,5,0,0,5,0,0
10007165,10007165,U09FUEHS,1,15,24,,0,0,15,0,25,40,5,15,0,0,0,0,0,0
10007165,10007165,U09FUELC,1,15,24,,0,0,0,25,40,25,10,0,0,0,0,0,0,0
10007165,10007165,U09FUELE,1,15,24,,5,0,0,20,30,20,15,5,5,0,0,0,0,0
10007165,10007165,U09FUENF,1,10,13,079,0,0,0,10,40,25,10,5,5,0,0,0,0,0
10007165,10007165,U09FUENF,1,110,13,075,0,0,3,17,31,24,14,7,1,1,0,0,0,0
10007165,10007165,U09FUENS,1,15,13,082,0,0,0,10,40,25,10,5,5,0,0,0,0,0
10007165,10007165,U09FUENS,1,110,13,075,0,0,3,17,31,24,14,7,1,1,0,0,0,0
10007165,10007165,U09FUENT,1,580,13,061,2,2,1,1,16,25,18,16,14,3,1,1,1,0
10007165,10007165,U09FUFAS,1,10,14,,0,0,0,10,0,20,10,10,0,10,0,0,10,30
10007165,10007165,U09FUFMP,1,25,13,102,0,0,0,5,20,20,15,20,15,0,5,0,0,0
10007165,10007165,U09FUFNL,1,110,13,075,0,0,3,17,31,24,14,7,1,1,0,0,0,0
10007165,10007165,U09FUFNL,1,10,13,079,0,0,0,10,40,25,10,5,5,0,0,0,0,0
10007165,10007165,U09FUFNQ,1,20,13,084,0,0,5,20,25,35,15,5,0,0,0,0,0,0
10007165,10007165,U09FUFNQ,1,10,13,079,0,0,0,10,40,25,10,5,5,0,0,0,0,0
10007165,10007165,U09FUFNS,1,10,24,,0,0,0,20,45,25,0,0,10,0,0,0,0,0
10007165,10007165,U09FUFTP,1,45,14,,0,0,0,0,0,5,15,30,30,10,0,5,0,0
10007165,10007165,U09FUFTR,1,10,23,086,0,0,10,10,20,45,0,0,10,10,0,0,0,0
10007165,10007165,U09FUFWM,1,20,14,,0,0,0,0,15,20,10,25,20,0,10,0,0,0
10007165,10007165,U09FUGCA,1,15,13,088,0,0,0,25,20,30,10,5,5,0,0,0,0,0
10007165,10007165,U09FUGCC,1,10,23,087,5,0,0,5,25,30,5,15,10,0,0,0,0,0
10007165,10007165,U09FUGCF,1,10,13,079,0,0,0,10,40,25,10,5,5,0,0,0,0,0
10007165,10007165,U09FUGCS,1,15,13,082,0,0,0,10,40,25,10,5,5,0,0,0,0,0
10007165,10007165,U09FUGID,1,25,14,,5,0,5,20,15,15,25,0,5,5,0,0,0,0
10007165,10007165,U09FUHBM,1,40,12,04,0,0,0,10,40,10,10,10,5,0,0,0,0,0
10007165,10007165,U09FUHMS,1,15,14,,0,0,0,15,40,5,5,25,5,0,0,0,0,0
10007165,10007165,U09FUHNT,1,15,14,,5,0,0,5,55,15,15,0,0,0,5,0,0,0
10007165,10007165,U09FUHPO,1,15,14,,0,5,0,20,30,30,15,0,0,0,0,0,0,0
10007165,10007165,U09FUHRM,1,30,12,26,0,0,0,15,35,35,10,5,0,0,0,0,0,0
10007165,10007165,U09FUIAA,1,10,14,,0,0,0,20,30,30,10,10,0,0,0,0,0,0
10007165,10007165,U09FUIAC,1,10,24,,0,0,0,10,35,35,0,10,10,0,0,0,0,0
10007165,10007165,U09FUIAF,1,10,13,079,0,0,0,10,40,25,10,5,5,0,0,0,0,0
10007165,10007165,U09FUIAF,1,150,13,053,1,0,2,16,41,24,12,3,0,0,0,0,0,0
10007165,10007165,U09FUIAS,1,10,14,,0,0,0,20,40,30,10,0,0,0,0,0,0,0
10007165,10007165,U09FUIBA,1,10,14,,0,0,0,0,20,30,30,0,20,0,0,0,0,0
10007165,10007165,U09FUIBC,1,10,24,,10,0,0,0,10,40,0,20,20,0,0,0,0,0
10007165,10007165,U09FUIBE,1,80,14,,4,1,0,0,7,23,17,20,20,4,0,4,0,0
10007165,10007165,U09FUIBF,1,20,24,,0,0,0,10,20,25,10,15,0,10,5,0,0,0
10007165,10007165,U09FUIBS,1,10,14,,10,0,0,10,10,10,10,20,10,10,10,0,0,0
10007165,10007165,U09FUILL,1,50,14,,0,0,0,5,20,20,15,15,5,10,0,5,0,0
10007165,10007165,U09FUIMK,1,15,14,,0,0,0,0,10,40,30,15,10,0,0,0,0,0
10007165,10007165,U09FUINA,1,35,14,,0,0,5,0,15,20,15,15,10,0,5,5,0,5
10007165,10007165,U09FUINR,1,40,14,,5,0,5,30,30,25,5,10,0,0,0,0,0,0
10007165,10007165,U09FUISA,1,65,13,100,0,2,6,12,24,12,21,8,8,3,2,0,0,3
10007165,10007165,U09FUJOU,1,40,14,,0,5,0,5,15,25,25,20,15,0,0,0,0,0
10007165,10007165,U09FULAW,1,185,14,,1,0,1,10,32,24,14,10,4,3,1,2,0,0
10007165,10007165,U09FULCW,1,15,14,,0,0,5,30,5,35,0,15,0,5,0,0,0,0
10007165,10007165,U09FULEL,1,15,14,,0,0,5,20,40,20,10,5,0,0,0,0,0,0
10007165,10007165,U09FULIT,1,50,14,,0,0,0,20,35,20,15,10,0,0,0,0,0,0
10007165,10007165,U09FULLG,1,25,14,,0,0,5,15,30,30,15,5,0,0,0,0,0,0
10007165,10007165,U09FULSX,1,15,14,,0,5,0,10,20,25,20,0,10,10,0,0,0,0
10007165,10007165,U09FULWE,1,10,14,,10,0,0,10,30,20,10,10,0,0,10,0,0,0
10007165,10007165,U09FULWF,1,220,13,060,1,0,0,10,30,25,14,9,5,3,1,2,0,0
10007165,10007165,U09FUMGN,1,30,14,,0,0,0,0,15,30,10,30,10,0,0,0,0,0
10007165,10007165,U09FUMHS,1,50,14,,0,0,0,15,40,25,15,0,0,0,0,0,0,0
10007165,10007165,U09FUMKC,1,25,14,,0,0,0,0,20,20,15,15,15,10,0,0,0,0
10007165,10007165,U09FUMKM,1,25,14,,0,0,0,0,10,25,25,30,10,0,0,0,0,0
10007165,10007165,U09FUMMA,1,35,14,,0,5,5,10,20,10,15,15,10,0,0,5,10,5
10007165,10007165,U09FUMMC,1,20,14,,0,0,0,15,30,20,15,5,5,5,0,0,0,0
10007165,10007165,U09FUMUP,1,60,14,,12,3,2,7,21,19,10,16,7,2,2,0,0,0
10007165,10007165,U09FUPAR,1,35,14,,0,5,10,10,15,15,25,5,10,0,5,0,0,5
10007165,10007165,U09FUPBM,1,35,14,,0,0,5,0,5,30,20,15,15,10,0,0,0,0
10007165,10007165,U09FUPIR,1,50,14,,0,0,5,5,50,25,15,0,0,0,0,0,0,0
10007165,10007165,U09FUPOL,1,25,14,,0,0,0,10,50,15,20,5,0,0,0,0,0,0
10007165,10007165,U09FUPPH,1,25,14,,5,0,0,10,35,5,35,10,0,0,5,0,0,0
10007165,10007165,U09FUPSY,1,140,14,,0,0,1,4,30,36,11,12,4,1,1,0,0,0
10007165,10007165,U09FUPUB,1,20,14,,10,5,0,0,10,30,5,25,5,0,0,0,0,5
10007165,10007165,U09FUPUD,1,10,14,,0,0,0,40,10,30,10,10,0,0,0,0,0,0
10007165,10007165,U09FUQNS,1,15,13,082,0,0,0,10,40,25,10,5,5,0,0,0,0,0
10007165,10007165,U09FUQNS,1,20,13,084,0,0,5,20,25,35,15,5,0,0,0,0,0,0
10007165,10007165,U09FUQSC,1,15,14,,5,0,5,5,45,20,5,0,5,0,0,0,0,0
10007165,10007165,U09FURAD,1,15,14,,0,0,0,10,25,25,10,15,15,10,0,0,0,0
10007165,10007165,U09FUSCR,1,35,14,,0,5,0,20,25,35,10,10,0,5,0,0,0,0
10007165,10007165,U09FUSEN,1,20,14,,0,0,5,15,45,10,10,10,5,0,0,0,0,0
10007165,10007165,U09FUSFM,1,290,13,035,1,1,5,20,34,16,6,9,5,1,1,0,0,0
10007165,10007165,U09FUSNL,1,15,13,082,0,0,0,10,40,25,10,5,5,0,0,0,0,0
10007165,10007165,U09FUSNL,1,110,13,075,0,0,3,17,31,24,14,7,1,1,0,0,0,0
10007165,10007165,U09FUSOC,1,40,14,,0,0,5,25,30,20,5,5,0,0,0,0,0,0
10007165,10007165,U09FUSTR,1,10,23,086,0,0,10,10,20,45,0,0,10,10,0,0,0,0
10007165,10007165,U09FUTOE,1,15,14,,0,0,0,5,5,40,25,15,0,15,0,0,0,0
10007165,10007165,U09FUTOP,1,10,24,,0,0,0,20,10,20,20,20,20,0,0,0,0,0
10007165,10007165,U09FUTWB,1,20,24,,0,0,0,0,20,20,35,20,5,5,0,0,0,0
10007165,10007165,U09FUUEM,1,25,14,,0,0,0,10,40,35,10,5,0,0,0,0,0,0
10007165,10007165,U09SUBMS,1,160,14,,0,1,1,4,30,27,16,9,9,1,1,1,0,0
10007165,10007165,U09SUFAS,1,20,14,,5,0,0,0,5,20,20,0,25,5,5,5,0,15
10007165,10007165,U09SUFMM,1,25,14,,0,0,0,5,20,20,15,20,15,0,5,0,0,0
10007166,10007166,AA002H01,1,10,24,,10,0,10,0,20,10,20,0,35,0,0,0,0,0
10007166,10007166,AA003H01,1,25,24,,15,15,15,15,15,10,10,5,5,0,0,0,0,5
10007166,10007166,AA013H01,1,10,14,,10,0,35,0,25,0,10,0,0,20,0,0,0,0
10007166,10007166,AA026H01,1,15,24,,15,5,5,15,20,15,15,0,5,0,0,0,0,0
10007166,10007166,AB006H01,1,15,14,,5,20,25,10,20,25,0,0,0,0,0,0,0,0
10007166,10007166,AB011H01,1,15,14,,0,20,25,15,25,0,0,5,15,0,0,0,0,0
10007166,10007166,AB013H01,1,10,23,015,0,0,10,15,10,15,25,10,10,0,10,0,0,0
10007166,10007166,AB017H01,1,15,13,046,50,25,15,5,5,0,0,0,0,0,0,0,0,0
10007166,10007166,AB022S01,1,40,12,05,20,25,30,15,5,0,5,0,0,0,0,0,0,0
10007166,10007166,AB023Q01,1,70,13,012,3,14,16,9,20,11,6,4,16,0,1,0,0,0
10007166,10007166,AC003H01,1,50,14,,0,10,40,20,10,5,0,5,10,0,0,0,0,0
10007166,10007166,AD007T01,1,15,14,,30,20,15,30,5,0,0,0,0,0,0,0,0,0
10007166,10007166,AH001H01,1,140,13,005,4,1,4,1,10,16,10,18,27,3,4,1,1,1
10007166,10007166,AH002H01,1,10,13,003,0,0,0,10,25,20,10,0,20,10,0,10,0,0
10007166,10007166,AP001H01,1,70,12,10,1,12,12,20,19,10,10,3,8,1,1,3,0,0
10007166,10007166,AT001H01,1,15,24,,0,5,40,25,25,5,0,0,0,0,0,0,0,0
10007166,10007166,AT003H01,1,10,14,,20,10,10,30,0,10,0,0,20,0,0,0,0,0
10007166,10007166,AT013H01,1,10,13,047,0,10,40,10,15,10,0,10,0,0,0,10,0,0
10007166,10007166,BC004H01,1,25,24,,0,15,15,25,15,5,10,5,15,0,0,0,0,0
10007166,10007166,BC005H01,1,15,14,,0,10,25,15,30,0,0,0,10,15,0,0,0,0
10007166,10007166,BC010Q01,1,115,13,016,1,9,9,22,22,12,4,6,9,3,1,0,1,1
10007166,10007166,BM007S01,1,35,14,,10,25,35,20,5,0,5,0,0,0,0,0,0,0
10007166,10007166,BM021H01,1,70,14,,1,4,6,22,19,18,6,9,7,3,1,0,1,1
10007166,10007166,BM026H01,1,15,24,,0,0,15,5,20,20,15,15,5,0,0,0,0,0
10007166,10007166,BM038T01,1,550,14,,5,10,14,17,17,12,7,6,7,2,1,1,0,0
10007166,10007166,BM039H01,1,10,13,003,0,0,0,10,25,20,10,0,20,10,0,10,0,0
10007166,10007166,BU001S01,1,40,14,,45,40,5,0,5,0,0,0,0,0,0,0,0,0
10007166,10007166,BU026F01CW,1,40,11,D,45,40,5,0,5,0,0,0,0,0,0,0,0,0
10007166,10007166,BU026F01SW,1,40,11,D,45,40,5,0,5,0,0,0,0,0,0,0,0,0
10007166,10007166,BU028H01,1,90,14,,6,16,13,16,11,12,9,4,8,0,2,0,0,2
10007166,10007166,BU031J01,1,15,14,,0,25,15,15,15,15,0,0,10,10,0,0,0,0
10007166,10007166,BU032J01,1,15,24,,0,5,10,10,5,20,25,0,10,10,0,0,0,0
10007166,10007166,BU033J01,1,20,14,,5,0,25,25,25,10,5,5,5,0,0,0,0,0
10007166,10007166,BU034J01,1,10,14,,0,0,25,20,20,10,0,10,20,0,0,0,0,0
10007166,10007166,BU052T01,1,20,14,,75,15,0,0,5,0,0,0,0,0,5,0,0,0
10007166,10007166,CC005S01,1,10,14,,40,40,20,0,0,0,0,0,0,0,0,0,0,0
10007166,10007166,CF002J01,1,50,14,,5,10,20,5,10,20,10,10,10,0,0,0,0,0
10007166,10007166,CF006J01,1,15,14,,5,5,15,25,5,25,0,15,0,0,5,0,0,0
10007166,10007166,CF007J01,1,10,24,,0,10,10,10,35,0,10,20,0,0,10,0,0,0
10007166,10007166,CF009H01,1,15,24,,0,5,25,20,10,20,5,20,0,0,0,0,0,0
10007166,10007166,CF014J01,1,110,13,105,3,9,16,10,14,17,8,12,7,1,1,1,0,0
10007166,10007166,CF015H01,1,220,13,058,5,11,13,13,20,9,6,13,7,3,1,0,0,1
10007166,10007166,CF016H01,1,220,13,058,5,11,13,13,20,9,6,13,7,3,1,0,0,1
10007166,10007166,CH001H01,1,15,14,,0,15,15,30,30,5,5,0,0,0,0,0,0,0
10007166,10007166,CH003S01,1,25,22,10,15,55,10,15,5,0,0,0,0,0,0,0,0,0
10007166,10007166,CI018S01,1,15,13,035,45,35,15,0,0,5,0,0,0,0,0,0,0,0
10007166,10007166,CJ001J01,1,40,14,,0,15,30,5,20,20,5,5,0,0,0,5,0,0
10007166,10007166,CJ002J01,1,25,14,,5,20,10,10,10,15,15,10,0,0,0,0,0,0
10007166,10007166,CN002H01,1,10,24,,0,10,10,20,10,10,0,10,10,0,20,0,0,0
10007166,10007166,CN005H01,1,25,13,048,5,10,25,20,5,5,0,5,15,0,5,0,0,0
10007166,10007166,CN007H01,1,10,24,,0,15,40,15,15,0,0,0,10,0,0,0,0,0
10007166,10007166,CN035H01,1,25,13,048,5,10,25,20,5,5,0,5,15,0,5,0,0,0
10007166,10007166,CS001H01,1,65,14,,11,11,16,22,13,10,6,8,2,2,0,0,0,0
10007166,10007166,CS003H01,1,15,14,,5,5,10,10,5,35,0,10,0,5,5,0,0,0
10007166,10007166,CS004H01,1,15,24,,5,5,20,5,20,0,5,5,20,15,0,0,0,0
10007166,10007166,CS016H01,1,165,13,035,7,10,15,21,10,12,6,8,5,2,1,0,0,1
10007166,10007166,CS017H01,1,165,13,035,7,10,15,21,10,12,6,8,5,2,1,0,0,1
10007166,10007166,CS018H01,1,165,13,035,7,10,15,21,10,12,6,8,5,2,1,0,0,1
10007166,10007166,CS019H01,1,165,13,035,7,10,15,21,10,12,6,8,5,2,1,0,0,1
10007166,10007166,CS020H01,1,165,13,035,7,10,15,21,10,12,6,8,5,2,1,0,0,1
10007166,10007166,CS021H01,1,165,13,035,7,10,15,21,10,12,6,8,5,2,1,0,0,1
10007166,10007166,CU001H01,1,65,12,34,0,11,18,17,22,17,8,0,3,0,3,0,0,0
10007166,10007166,CV001H01,1,15,24,,5,5,20,5,0,30,15,15,0,0,0,0,0,0
10007166,10007166,CV012H01,1,10,12,16,10,10,25,10,0,20,10,10,10,0,0,0,0,0
10007166,10007166,CV014H01,1,10,13,041,10,10,25,10,0,20,10,10,10,0,0,0,0,0
10007166,10007166,CW004J01,1,10,14,,10,10,15,25,15,10,15,0,0,0,0,0,0,0
10007166,10007166,CW005H01,1,55,12,38,6,13,9,24,9,7,15,4,9,2,2,0,0,0
10007166,10007166,CW006J01,1,30,13,069,5,10,10,20,30,5,10,0,5,0,0,0,0,0
10007166,10007166,CW006J01,1,60,13,075,5,8,22,28,15,7,9,3,2,2,0,0,0,0
10007166,10007166,CW007J01,1,30,13,069,5,10,10,20,30,5,10,0,5,0,0,0,0,0
10007166,10007166,CW007J01,1,60,13,075,5,8,22,28,15,7,9,3,2,2,0,0,0,0
10007166,10007166,DC001H01,1,40,14,,0,5,0,10,5,30,20,10,10,5,5,0,0,5
10007166,10007166,DC002J01,1,35,13,098,5,5,25,10,5,15,10,15,5,5,5,0,0,0
10007166,10007166,DC002J01,1,40,13,099,0,5,0,10,5,30,20,10,10,5,5,0,0,5
10007166,10007166,DF003J01,1,20,13,084,0,0,20,5,10,20,10,15,10,0,0,0,0,0
10007166,10007166,DF003J01,1,110,13,105,3,9,16,10,14,17,8,12,7,1,1,1,0,0
10007166,10007166,DM002H01,1,10,14,,0,0,10,10,20,20,10,10,20,0,0,0,0,0
10007166,10007166,DM003H01,1,20,14,,0,10,5,40,15,10,15,0,0,0,0,0,0,0
10007166,10007166,DM011Q01,1,165,13,035,7,10,15,21,10,12,6,8,5,2,1,0,0,1
10007166,10007166,DM012H01,1,30,13,069,5,10,10,20,30,5,10,0,5,0,0,0,0,0
10007166,10007166,DR016H01,1,30,14,,5,0,5,10,5,20,10,20,10,5,5,5,0,0
10007166,10007166,DR017H01,1,30,14,,5,5,30,15,5,20,5,10,5,5,5,0,0,0
10007166,10007166,DR018J01,1,15,14,,5,15,5,5,5,15,15,30,0,0,0,0,0,0
10007166,10007166,EA015H01,1,35,14,,5,10,10,5,20,10,10,5,25,0,5,0,0,0
10007166,10007166,EA028Q01,1,115,13,016,1,9,9,22,22,12,4,6,9,3,1,0,1,1
10007166,10007166,EC001J01,1,400,11,B,9,11,14,12,18,9,6,11,7,1,1,0,0,1
10007166,10007166,EC001J01,1,95,13,055,2,5,15,11,23,12,10,10,10,0,1,0,0,1
10007166,10007166,EC002J01,1,30,13,054,0,10,25,15,15,15,5,5,0,0,0,0,0,0
10007166,10007166,EC002J01,1,400,11,B,9,11,14,12,18,9,6,11,7,1,1,0,0,1
10007166,10007166,EC003J01,1,400,11,B,9,11,14,12,18,9,6,11,7,1,1,0,0,1
10007166,10007166,EC003J01,1,20,23,053,5,15,25,25,15,10,0,5,0,0,0,5,0,0
10007166,10007166,EC004J01,1,400,11,B,9,11,14,12,18,9,6,11,7,1,1,0,0,1
10007166,10007166,EC004J01,1,60,13,061,2,6,23,27,11,10,7,3,5,3,0,2,0,0
10007166,10007166,EC005H01,1,400,11,B,9,11,14,12,18,9,6,11,7,1,1,0,0,1
10007166,10007166,ED015J01,1,20,14,,0,10,15,30,15,15,5,0,5,0,0,0,0,0
10007166,10007166,ED071H01,1,25,14,,0,15,25,10,15,5,5,5,10,10,0,0,0,0
10007166,10007166,ED080T01,1,25,13,106,0,15,25,10,15,5,5,5,10,10,0,0,0,0
10007166,10007166,EH001H01,1,70,12,10,1,12,12,20,19,10,10,3,8,1,1,3,0,0
10007166,10007166,EN001H01,1,20,14,,10,5,25,15,20,5,15,5,0,5,0,0,0,0
10007166,10007166,EN005J01,1,60,13,075,5,8,22,28,15,7,9,3,2,2,0,0,0,0
10007166,10007166,EN005J01,1,65,13,090,0,11,18,17,22,17,8,0,3,0,3,0,0,0
10007166,10007166,EN006J01,1,10,13,093,0,5,20,50,5,20,0,0,0,0,0,0,0,0
10007166,10007166,EN006J01,1,60,13,075,5,8,22,28,15,7,9,3,2,2,0,0,0,0
10007166,10007166,EN009J01,1,20,24,,0,10,20,30,10,15,10,0,0,0,0,0,0,0
10007166,10007166,EN017H01,1,60,13,075,5,8,22,28,15,7,9,3,2,2,0,0,0,0
10007166,10007166,FI014J01,1,30,13,069,5,10,10,20,30,5,10,0,5,0,0,0,0,0
10007166,10007166,FI014J01,1,60,13,075,5,8,22,28,15,7,9,3,2,2,0,0,0,0
10007166,10007166,FI015J01,1,10,13,093,0,5,20,50,5,20,0,0,0,0,0,0,0,0
10007166,10007166,FI015J01,1,30,13,069,5,10,10,20,30,5,10,0,5,0,0,0,0,0
10007166,10007166,FI016H01,1,30,13,069,5,10,10,20,30,5,10,0,5,0,0,0,0,0
10007166,10007166,FP003H01,1,25,14,,15,10,0,35,10,10,0,5,5,5,5,0,0,5
10007166,10007166,FP004H01,1,20,14,,0,15,10,10,15,0,20,0,15,5,5,0,0,0
10007166,10007166,FP007Q01,1,35,13,095,15,10,0,25,10,5,5,5,10,5,5,0,0,5
10007166,10007166,FS001S01,1,25,24,,15,55,10,15,5,0,0,0,0,0,0,0,0,0
10007166,10007166,FS002H01,1,45,14,,0,10,15,15,15,15,5,5,10,0,0,5,0,0
10007166,10007166,FS007J01,1,15,24,,0,5,5,35,15,5,15,5,15,0,0,0,0,0
10007166,10007166,FS013Q01,1,55,13,027,0,10,12,17,16,11,11,5,10,2,2,4,0,0
10007166,10007166,GK007T01,1,30,13,069,5,10,10,20,30,5,10,0,5,0,0,0,0,0
10007166,10007166,GK008T01,1,50,13,057,45,25,10,0,0,5,0,5,5,0,0,0,0,0
10007166,10007166,HL013H01,1,80,14,,7,9,10,16,20,5,10,12,10,0,0,1,0,1
10007166,10007166,HL022H01,1,15,14,,10,10,30,10,20,0,5,10,0,0,0,0,0,0
10007166,10007166,HR004H01,1,10,24,,0,10,0,20,20,0,20,20,10,0,0,0,0,0
10007166,10007166,HR011Q01,1,10,13,064,0,0,15,25,20,5,0,15,15,0,0,0,0,0
10007166,10007166,HS001H01,1,25,14,,0,15,30,15,15,15,0,0,5,0,0,0,0,0
10007166,10007166,HS002J01,1,15,13,094,0,10,25,15,20,15,10,10,0,0,0,0,0,0
10007166,10007166,HS002J01,1,65,13,090,0,11,18,17,22,17,8,0,3,0,3,0,0,0
10007166,10007166,HW002T01,1,15,14,,5,25,20,5,15,5,5,15,0,5,0,0,0,0
10007166,10007166,HW036H01,1,10,13,041,10,10,25,10,0,20,10,10,10,0,0,0,0,0
10007166,10007166,IB004H01,1,20,14,,0,0,20,40,0,15,10,5,0,5,0,5,0,0
10007166,10007166,IG001H01,1,20,13,084,0,0,20,5,10,20,10,15,10,0,0,0,0,0
10007166,10007166,IG002T01,1,15,24,,0,0,15,15,20,20,15,15,15,0,0,0,0,0
10007166,10007166,LI001H01,1,15,14,,0,5,20,15,20,5,0,0,5,0,0,5,5,5
10007166,10007166,LI002H01,1,50,13,067,0,5,20,25,10,15,0,5,10,0,0,0,0,0
10007166,10007166,LI003H01,1,20,14,,0,0,15,25,15,20,0,5,15,0,5,0,0,0
10007166,10007166,LN003J01,1,20,13,084,0,0,20,5,10,20,10,15,10,0,0,0,0,0
10007166,10007166,LN008J01,1,15,24,,15,5,15,20,25,0,0,20,0,0,0,0,0,0
10007166,10007166,LW017H01,1,80,14,,1,10,15,18,13,10,13,8,9,3,0,0,0,0
10007166,10007166,LW021H06,1,180,13,060,1,14,18,16,14,11,11,8,5,1,0,1,0,0
10007166,10007166,LW024J01,1,55,13,066,2,9,36,20,8,5,4,6,8,1,0,0,0,0
10007166,10007166,LW024J01,1,180,13,060,1,14,18,16,14,11,11,8,5,1,0,1,0,0
10007166,10007166,LW025J01,1,10,13,093,0,5,20,50,5,20,0,0,0,0,0,0,0,0
10007166,10007166,LW025J01,1,180,13,060,1,14,18,16,14,11,11,8,5,1,0,1,0,0
10007166,10007166,LW026J01,1,20,14,,5,20,25,25,15,5,5,0,5,0,0,0,0,0
10007166,10007166,LW028J01,1,10,13,064,0,0,15,25,20,5,0,15,15,0,0,0,0,0
10007166,10007166,LW028J01,1,180,13,060,1,14,18,16,14,11,11,8,5,1,0,1,0,0
10007166,10007166,LW029J01,1,95,13,055,2,5,15,11,23,12,10,10,10,0,1,0,0,1
10007166,10007166,LW029J01,1,180,13,060,1,14,18,16,14,11,11,8,5,1,0,1,0,0
10007166,10007166,LW030H01,1,25,14,,0,0,10,10,15,15,20,15,10,0,5,0,0,0
10007166,10007166,LW031H01,1,10,24,,0,15,10,35,10,10,0,0,15,0,0,0,0,10
10007166,10007166,LW057H01,1,95,13,055,2,5,15,11,23,12,10,10,10,0,1,0,0,1
10007166,10007166,MA004H01,1,20,12,14,10,10,10,40,15,0,10,0,0,0,0,0,0,0
10007166,10007166,MA004Q01,1,20,13,036,10,10,10,40,15,0,10,0,0,0,0,0,0,0
10007166,10007166,MA005H01,1,20,13,036,10,10,10,40,15,0,10,0,0,0,0,0,0,0
10007166,10007166,MA005Q01,1,20,13,036,10,10,10,40,15,0,10,0,0,0,0,0,0,0
10007166,10007166,MA006H01,1,20,13,036,10,10,10,40,15,0,10,0,0,0,0,0,0,0
10007166,10007166,MA006Q01,1,20,13,036,10,10,10,40,15,0,10,0,0,0,0,0,0,0
10007166,10007166,MA007H01,1,15,24,,25,10,20,25,10,0,10,0,0,0,0,0,0,0
10007166,10007166,MA007Q01,1,20,13,036,10,10,10,40,15,0,10,0,0,0,0,0,0,0
10007166,10007166,MA008H01,1,20,13,036,10,10,10,40,15,0,10,0,0,0,0,0,0,0
10007166,10007166,MA008Q01,1,20,12,14,10,10,10,40,15,0,10,0,0,0,0,0,0,0
10007166,10007166,MA009H01,1,20,13,036,10,10,10,40,15,0,10,0,0,0,0,0,0,0
10007166,10007166,MA009Q01,1,20,13,036,10,10,10,40,15,0,10,0,0,0,0,0,0,0
10007166,10007166,MA010H01,1,10,12,16,10,10,25,10,0,20,10,10,10,0,0,0,0,0
10007166,10007166,MI002H01,1,15,14,,10,0,0,0,5,25,0,5,40,0,5,5,0,0
10007166,10007166,MK010H01,1,20,24,,0,15,35,20,0,0,10,0,15,0,0,0,0,0
10007166,10007166,MK017J01,1,20,13,062,5,15,35,20,15,5,5,5,10,0,0,0,0,0
10007166,10007166,MM001H01,1,35,13,032,5,15,35,10,15,10,0,5,0,0,0,5,0,0
10007166,10007166,MM002H01,1,35,14,,5,15,35,10,15,10,0,5,0,0,0,5,0,0
10007166,10007166,MM007H01,1,35,13,032,5,15,35,10,15,10,0,5,0,0,0,5,0,0
10007166,10007166,MU001H01,1,15,24,,0,5,15,15,15,5,35,0,5,0,0,0,0,0
10007166,10007166,MU002H01,1,20,14,,0,5,20,5,15,15,10,25,10,0,0,0,0,0
10007166,10007166,MU003H01,1,10,14,,0,0,15,10,10,25,0,15,25,0,0,0,0,0
10007166,10007166,MU004J01,1,95,13,097,3,7,12,9,11,13,11,18,12,1,3,1,0,0
10007166,10007166,MU005J01,1,10,14,,0,20,20,0,10,0,20,20,20,0,0,0,0,0
10007166,10007166,MU010F01,1,55,14,,15,25,23,15,11,4,2,2,2,0,2,0,0,0
10007166,10007166,MU012F01,1,10,14,,40,10,15,15,10,0,0,10,0,0,0,0,0,0
10007166,10007166,MU022H01,1,95,13,097,3,7,12,9,11,13,11,18,12,1,3,1,0,0
10007166,10007166,MU023H01,1,95,13,097,3,7,12,9,11,13,11,18,12,1,3,1,0,0
10007166,10007166,MZ017J01,1,30,13,069,5,10,10,20,30,5,10,0,5,0,0,0,0,0
10007166,10007166,MZ017J01,1,60,13,075,5,8,22,28,15,7,9,3,2,2,0,0,0,0
