AccreditingBodyName,AccreditionType,HEP,KisCourseTitle,KiscourseID
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007784) University College London,BSc (Hons) Computer Science,UBSCOMSING05
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007785) The University of Bradford,BSc (Hons) Computer Science,UCOMSCI3
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007785) The University of Bradford,BSc (Hons) Computer Science,UCOMSCI4
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007786) The University of Bristol,BSc (Hons) Computer Science,4COSC006UU-201516
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007788) The University of Cambridge,BA (Hons) Computer Science,UG_CSTX_KIS
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007790) The University of Edinburgh,BEng (Hons) Artificial Intelligence and Software Engineering,UTAISENBENGH
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007790) The University of Edinburgh,BEng (Hons) Artificial Intelligence with Management,UTAIMNGBENGH
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007790) The University of Edinburgh,BEng (Hons) Computer Science,UTCMPSIBENGH
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007790) The University of Edinburgh,BEng (Hons) Computer Science with Management,UTCMPWMBENGH
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007790) The University of Edinburgh,BEng (Hons) Software Engineering,UTSWENGBENGH
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007790) The University of Edinburgh,BEng (Hons) Software Engineering with Management,UTSWENMBENGH
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007790) The University of Edinburgh,BSc (Hons) Artificial Intelligence,UTAINTLBSCH
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007790) The University of Edinburgh,BSc (Hons) Artificial Intelligence and Computer Science,UTAICSCBSCH
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007790) The University of Edinburgh,BSc (Hons) Computer Science,UTCMPSIBSCH
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007794) The University of Glasgow,BSc (Hons) Computing Science,G400-2208
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007794) The University of Glasgow,BSc (Hons) Computing Science (Faster Route),G401-2208
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007794) The University of Glasgow,BSc (Hons) Electronic & Software Engineering,GH66-2208
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007794) The University of Glasgow,BSc (Hons) Informatics,I100-2208
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007794) The University of Glasgow,BSc (Hons) Informatics (Faster Route),I100A-2208
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007794) The University of Glasgow,BSc (Hons) Software Engineering,G430-2208
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007794) The University of Glasgow,BSc (Hons) Software Engineering (Faster),G601-2208
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007794) The University of Glasgow,MSci (Hons) Computing Science,G402-2207
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007794) The University of Glasgow,MSci (Hons) Computing Science (Faster Route),G403-2207
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007794) The University of Glasgow,MSci (Hons) Informatics,I100-2207
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007794) The University of Glasgow,MSci (Hons) Informatics (Faster Route),I100A-2207
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007794) The University of Glasgow,MSci (Hons) Software Engineering (Faster),G600-2207
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007796) The University of Leicester,BSc (Hons) Computer Science,BSCOSCO
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007796) The University of Leicester,BSc (Hons) Computer Science,BSCOSCO-S
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007796) The University of Leicester,BSc (Hons) Computer Science,BSCOSCO-Y
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007799) The University of Newcastle-upon-Tyne,BSc (Hons) Computer Science,objid50024749
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007799) The University of Newcastle-upon-Tyne,BSc (Hons) Computer Science (Game Engineering),objid50613417
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007799) The University of Newcastle-upon-Tyne,BSc (Hons) Computer Science (Human-Computer Interaction),objid51641194
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007799) The University of Newcastle-upon-Tyne,BSc (Hons) Computer Science (Mobile and Distributed Systems),objid50621312
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007799) The University of Newcastle-upon-Tyne,BSc (Hons) Computer Science (Security and Resilience),objid51505817
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007799) The University of Newcastle-upon-Tyne,BSc (Hons) Computer Science (Software Engineering),objid50010929
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007799) The University of Newcastle-upon-Tyne,BSc (Hons) Computer Science with Industrial Placement,objid50961003
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007799) The University of Newcastle-upon-Tyne,BSc (Hons) Computer Science with Industrial Placement (Game Engineering),objid50961013
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007799) The University of Newcastle-upon-Tyne,BSc (Hons) Computer Science with Industrial Placement (Human-Computer Interaction),objid51641005
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007799) The University of Newcastle-upon-Tyne,BSc (Hons) Computer Science with Industrial Placement (Mobile and Distributed Systems),objid50961012
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007799) The University of Newcastle-upon-Tyne,BSc (Hons) Computer Science with Industrial Placement (Security and Resilience),objid51505822
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007799) The University of Newcastle-upon-Tyne,BSc (Hons) Computer Science with Industrial Placement (Software Engineering),objid50961014
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007805) The University of Strathclyde,BEng (Hons) Computer and Electronic Systems,KIS0000070
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007805) The University of Strathclyde,BSc (Hons) Computer Science,KIS0000064
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007805) The University of Strathclyde,BSc (Hons) Software Engineering,KIS0000067
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007806) The University of Sussex,BSc (Hons) Computer Science,35031
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007806) The University of Sussex,BSc (Hons) Computer Science,35037
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007806) The University of Sussex,BSc (Hons) Computer Science and Artificial Intelligence,35033
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007806) The University of Sussex,BSc (Hons) Computer Science and Artificial Intelligence,35038
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007806) The University of Sussex,MComp (Hons) Computer Science,35030
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007806) The University of Sussex,MComp (Hons) Computer Science,35032
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007807) University of Ulster,BEng (Hons) Computer Engineering,7096
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007807) University of Ulster,BEng (Hons) Computer Games Development,4239
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007807) University of Ulster,BEng (Hons) Software Engineering,2076
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007807) University of Ulster,BSc (Hons) Computer Science,2134
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007807) University of Ulster,BSc (Hons) Computer Science (Software Systems Development),6245
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007807) University of Ulster,BSc (Hons) Computing Science,2132
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007807) University of Ulster,BSc (Hons) Computing Systems,6921
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007852) The University of Dundee,BSc (Hons) Applied Computing,G410
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007852) The University of Dundee,BSc (Hons) Computing Science,G400
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007855) Swansea University,BSc (Hons) Computer Science,BSHS3XXXCSCS
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007855) Swansea University,BSc (Hons) Computer Science,BSHS4FXFCSCS
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007857) Bangor University,BSc (Hons) Computer Science,BSC_CS
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007857) Bangor University,BSc (Hons) Computer Science For Business,BSC_CSFB
"BCS, the Chartered Institute for IT","Accredited by BCS, the Chartered Institute for IT on behalf of the Science Council for the purposes of partially meeting the academic requirement for registration as a Chartered Scientist.",(10007857) Bangor University,BSc (Hons) Creative Technologies,BSC_CT
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000291) Anglia Ruskin University,LLB (Hons) Law,K00001
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000747) Blackburn College,LLB (Hons) Law,BS3030A14
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000747) Blackburn College,LLB (Hons) Law,BS3030A14
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000747) Blackburn College,LLB (Hons) Law Accelerated Route,BS3310A14
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000747) Blackburn College,LLB (Hons) Law Accelerated Route,BS3310A14
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000824) Bournemouth University,LLB (Hons) Law,LLBLFS_M100
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000840) Bradford College,LLB (Hons) Law,BDAT6001A
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000840) Bradford College,LLB (Hons) Law,BDAT6001B
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000840) Bradford College,LLB (Hons) Law (accountancy),BDAT6002
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000840) Bradford College,LLB (Hons) Law (accountancy),BDAT6002B
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000840) Bradford College,LLB (Hons) Law (marketing),BDAT6004A
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000840) Bradford College,LLB (Hons) Law (marketing),BDAT6004B
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000840) Bradford College,LLB (Hons) Law (social Welfare),BDAT6003
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000840) Bradford College,LLB (Hons) Law (social Welfare),BDAT6003B
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000886) The University of Brighton,LLB (Hons) Law with Business,J1EL001MUU
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000886) The University of Brighton,LLB (Hons) Law with Criminology,J1EL002MUU
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000961) Brunel University London,LLB (Hons) Criminal Justice,M211ULAWCJ-FT-LLB
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000961) Brunel University London,LLB (Hons) Criminal Justice,M211ULAWCJ-SW-LLB
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000961) Brunel University London,LLB (Hons) International Arbitration and Commercial Law,M221ULAWIAC-FT-LLB
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000961) Brunel University London,LLB (Hons) International Arbitration and Commercial Law,M221ULAWIAC-SW-LLB
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000961) Brunel University London,LLB (Hons) Law,M100ULAW2-FT-LLB
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000961) Brunel University London,LLB (Hons) Law,M100ULAW2-SW-LLB
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000975) Buckinghamshire New University,LLB (Hons) Business Law,KBL1BLW1
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000975) Buckinghamshire New University,LLB (Hons) Business Law,KBL1BLW2
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000975) Buckinghamshire New University,LLB (Hons) Law,KBL1LAW1
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10000975) Buckinghamshire New University,LLB (Hons) Law,KBL1LAW2
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law,PMDDGLW4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law,PMDDGLW4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law With Business,PMDDGLB4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law With Business,PMDDGLB4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law With Criminology,PMDDGLC4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law With Criminology,PMDDGLC4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law With Finance,PMDDGLF4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law With Finance,PMDDGLF4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law With Forensic Investigation,PMDDGLN4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law With Forensic Investigation,PMDDGLN4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law With History,PMDDGLH4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law With History,PMDDGLH4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law With International Relations,PMDDGLI4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law With International Relations,PMDDGLI4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law With Politics,PMDDGLP4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law With Politics,PMDDGLP4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law With Sociology,PMDDGLS4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law With Sociology,PMDDGLS4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law with Policing,PMDDGLQ4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001143) Canterbury Christ Church University,LLB (Hons) Law with Policing,PMDDGLQ4
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001478) The City University,LLB (Hons) Law,USLLAW
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001883) De Montfort University,LLB (Hons) Business Law,M221DM
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001883) De Montfort University,LLB (Hons) Law,M100DM
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001883) De Montfort University,LLB (Hons) Law and Criminal Justice,M211DM
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10001883) De Montfort University,"LLB (Hons) Law, Human Rights and Social Justice",M200DM
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10003614) The University of Winchester,LLB (Hons) Law,LLAWSINGW9F
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10003645) King's College London,LLB (Hons) Law,UBLH3FSLW
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10003645) King's College London,LLB (Hons) Law (English Law & French Law),UBLH4FJEWFW
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10003645) King's College London,LLB (Hons) Law (English Law & German Law),UBLH4FJEWGW
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10003645) King's College London,LLB (Hons) Law (Philosophy & Politics),UBLH4FSPW
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10003678) Kingston University,LLB (Hons) International Law with Professional Experience,BBLLVSUWLLB1LLB04
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10003678) Kingston University,LLB (Hons) International Law with Professional Experience,BLHEVSUWLLB1LLB03
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10003678) Kingston University,LLB (Hons) Law,BBLLVSUWLLB1LLB02
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10003678) Kingston University,LLB (Hons) Law,BLHEVSUWLLB1LLB05
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004048) London Metropolitan University,LLB (Hons) Business Law,UDBUSLAW
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004048) London Metropolitan University,LLB (Hons) Business Law,UDBUSLAW
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004048) London Metropolitan University,LLB (Hons) Law,UDLLBLAW
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004048) London Metropolitan University,LLB (Hons) Law,UDLLBLAW
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004048) London Metropolitan University,LLB (Hons) Law with International Relations,UDLAWINR
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004048) London Metropolitan University,LLB (Hons) Law with International Relations,UDLAWINR
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004063) London School of Economics and Political Science,BA (Hons) Anthropology and Law,ML16-UBANLL2
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004063) London School of Economics and Political Science,LLB (Hons) Laws,M100-UBLL
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004078) London South Bank University,LLB (Hons) Business Law,4204A
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004078) London South Bank University,LLB (Hons) Business Law,4204A
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004078) London South Bank University,LLB (Hons) Criminal Law,4206A
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004078) London South Bank University,LLB (Hons) Criminal Law,4206A
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004078) London South Bank University,LLB (Hons) Entertainment and Media Law,4208A
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004078) London South Bank University,LLB (Hons) Entertainment and Media Law,4208A
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004078) London South Bank University,LLB (Hons) Family Law,4210A
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004078) London South Bank University,LLB (Hons) Family Law,4210A
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004078) London South Bank University,LLB (Hons) Human Rights,4202A
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004078) London South Bank University,LLB (Hons) Human Rights,4202A
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004078) London South Bank University,LLB (Hons) Law,4A
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004078) London South Bank University,LLB (Hons) Law,4A
