PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,SBJ
10007794,10007794,VW56-2000,1,093
10007794,10007794,VW56-2000,1,100
10007794,10007794,VW64-2000,1,094
10007794,10007794,VW64-2000,1,098
10007794,10007794,VW64-2000,2,094
10007794,10007794,VW64-2000,2,098
10007794,10007794,VWF3-2000,1,090
10007794,10007794,VWF3-2000,1,097
10007794,10007794,VWF3-2000,2,090
10007794,10007794,VWF3-2000,2,097
10007794,10007794,VWF4-2000,1,090
10007794,10007794,VWF4-2000,1,098
10007794,10007794,VWF4-2000,2,090
10007794,10007794,VWF4-2000,2,098
10007794,10007794,VWF6-2000,1,090
10007794,10007794,VWH3-2000,1,097
10007794,10007794,VWH3-2000,1,090
10007794,10007794,VWH3-2000,2,090
10007794,10007794,VWH3-2000,2,097
10007794,10007794,VWH4-2000,1,090
10007794,10007794,VWH4-2000,1,098
10007794,10007794,VWH4-2000,2,098
10007794,10007794,VWH4-2000,2,090
10007794,10007794,VX61-2303,1,108
10007794,10007794,W300-2000,1,097
10007794,10007794,W300-2000,2,097
10007794,10007794,W302-2005,1,097
10007794,10007794,W302-2005,2,097
10007794,10007794,W440-2000,1,098
10007794,10007794,W440-2000,2,098
10007794,10007794,WQ48-2000,1,078
10007794,10007794,WQ48-2000,1,098
10007794,10007794,WQ48-2000,2,078
10007794,10007794,WQ48-2000,2,098
10007794,10007794,WQ4H-2000,1,075
10007794,10007794,WQ4H-2000,1,098
10007794,10007794,WQ4H-2000,2,075
10007794,10007794,WQ4H-2000,2,098
10007794,10007794,WQ4J-2000,1,075
10007794,10007794,WQ4J-2000,1,098
10007794,10007794,WQ4J-2000,2,075
10007794,10007794,WQ4J-2000,2,098
10007794,10007794,WV36-2000,1,094
10007794,10007794,WV36-2000,1,097
10007794,10007794,WV36-2000,2,094
10007794,10007794,WV36-2000,2,097
10007794,10007794,WW34-2000,1,097
10007794,10007794,WW34-2000,1,098
10007794,10007794,WW34-2000,2,097
10007794,10007794,WW34-2000,2,098
10007794,10007794,WW36-2000,1,097
10007794,10007794,WW36-2000,1,100
10007794,10007794,WW45-2000,1,098
10007794,10007794,WW45-2000,1,100
10007794,10007794,X120-2351,1,108
10007794,10007794,X123-2312,1,103
10007794,10007794,XL35-2301,1,058
10007795,10007795,1B44,1,083
10007795,10007795,1B44,1,061
10007795,10007795,1B49,1,061
10007795,10007795,1B49,1,082
10007795,10007795,1E81,1,087
10007795,10007795,1E81,1,061
10007795,10007795,1J55,1,080
10007795,10007795,1J55,1,061
10007795,10007795,1J67,1,087
10007795,10007795,1J67,1,061
10007795,10007795,1LV0,1,052
10007795,10007795,1LV0,1,093
10007795,10007795,1LV0,1,053
10007795,10007795,1N63,1,079
10007795,10007795,1N63,1,061
10007795,10007795,1P63,1,061
10007795,10007795,1P63,1,083
10007795,10007795,1R19,1,082
10007795,10007795,1R19,1,061
10007795,10007795,1T16,1,061
10007795,10007795,1T16,1,081
10007795,10007795,1TN0,1,061
10007795,10007795,1TN0,1,088
10007795,10007795,1U67,1,097
10007795,10007795,1V61,1,087
10007795,10007795,1V61,1,061
10007795,10007795,1W33,1,061
10007795,10007795,1W33,1,081
10007795,10007795,2P8P,1,092
10007795,10007795,2P8P,1,090
10007795,10007795,3E5Z,1,092
10007795,10007795,3E5Z,1,095
10007795,10007795,3P84,1,061
10007795,10007795,3P84,1,097
10007795,10007795,3W5M,1,070
10007795,10007795,3W5M,1,090
10007795,10007795,3W5M,1,095
10007795,10007795,5Y3M,1,095
10007795,10007795,5Y3M,1,090
10007795,10007795,6H89,1,017
10007795,10007795,6H89,1,030
10007795,10007795,6H89,1,032
10007795,10007795,6L97,1,019
10007795,10007795,6T3X,1,069
10007795,10007795,6T3X,1,075
10007795,10007795,8G42,1,078
10007795,10007795,8H67,1,064
10007795,10007795,8H67,1,063
10007795,10007795,9K8J,1,092
10007795,10007795,9K8J,1,069
10007795,10007795,A100,1,001
10007795,10007795,A200,1,002
10007795,10007795,ARABIC_TYPE3,1,33
10007795,10007795,B100,1,003
10007795,10007795,B109,1,003
10007795,10007795,B120,1,003
10007795,10007795,B129,1,003
10007795,10007795,B130,1,011
10007795,10007795,B130,1,014
10007795,10007795,B140,1,003
10007795,10007795,B149,1,003
10007795,10007795,B210,1,004
10007795,10007795,B219,1,004
10007795,10007795,B400,1,007
10007795,10007795,B400,1,023
10007795,10007795,B700,1,005
10007795,10007795,B720,1,005
10007795,10007795,B730,1,005
10007795,10007795,B760,1,005
10007795,10007795,BC16,1,003
10007795,10007795,BC16,1,018
10007795,10007795,BC19,1,003
10007795,10007795,BC19,1,018
10007795,10007795,BCF0,1,012
10007795,10007795,BCF0,1,025
10007795,10007795,BCF0,1,032
10007795,10007795,BFY0,1,068
10007795,10007795,C100,1,012
10007795,10007795,C109,1,012
10007795,10007795,C180,1,012
10007795,10007795,C189,1,012
10007795,10007795,C1N1,1,061
10007795,10007795,C1N1,1,012
10007795,10007795,C1N2,1,061
10007795,10007795,C1N2,1,012
10007795,10007795,C300,1,013
10007795,10007795,C309,1,013
10007795,10007795,C400,1,014
10007795,10007795,C409,1,014
10007795,10007795,C500,1,015
10007795,10007795,C509,1,015
10007795,10007795,C521,1,015
10007795,10007795,C601,1,018
10007795,10007795,C609,1,018
10007795,10007795,C700,1,016
10007795,10007795,C701,1,016
10007795,10007795,C709,1,016
10007795,10007795,C719,1,016
10007795,10007795,C741,1,016
10007795,10007795,C749,1,016
10007795,10007795,C800,1,019
10007795,10007795,C910,1,016
10007795,10007795,C910,1,046
10007795,10007795,C910,1,061
10007795,10007795,C911,1,061
10007795,10007795,C911,1,016
10007795,10007795,C911,1,046
10007795,10007795,CFG0,1,104
10007795,10007795,CFG0,1,030
10007795,10007795,CFG0,1,017
10007795,10007795,CG11,1,032
10007795,10007795,CG11,1,012
10007795,10007795,CULTURE_TYPE3,1,21
10007795,10007795,CV15,1,093
10007795,10007795,CV15,1,012
10007795,10007795,D610,1,023
10007795,10007795,DB64,1,023
10007795,10007795,DB64,1,007
10007795,10007795,F100,1,025
10007795,10007795,F103,1,025
10007795,10007795,F150,1,025
10007795,10007795,F153,1,025
10007795,10007795,F1GC,1,025
10007795,10007795,F300,1,026
10007795,10007795,F302,1,026
10007795,10007795,F340,1,026
10007795,10007795,F3F5,1,026
10007795,10007795,F3FM,1,026
10007795,10007795,F3K0,1,026
10007795,10007795,F600,1,028
10007795,10007795,F601,1,028
10007795,10007795,F634,1,028
10007795,10007795,F640,1,028
10007795,10007795,F641,1,028
10007795,10007795,F646,1,028
10007795,10007795,F647,1,031
10007795,10007795,F750,1,031
10007795,10007795,F75N,1,030
10007795,10007795,F760,1,031
10007795,10007795,F790,1,031
10007795,10007795,F791,1,031
10007795,10007795,F7M0,1,031
10007795,10007795,F800,1,031
10007795,10007795,F851,1,031
10007795,10007795,F856,1,031
10007795,10007795,FD46,1,031
10007795,10007795,FF68,1,031
10007795,10007795,FF68,1,028
10007795,10007795,FG11,1,032
10007795,10007795,FG11,1,025
10007795,10007795,FG80,1,032
10007795,10007795,FG80,1,031
10007795,10007795,FN51,1,031
10007795,10007795,FN51,1,061
10007795,10007795,FN8C,1,061
10007795,10007795,FN8C,1,031
10007795,10007795,FV35,1,093
10007795,10007795,FV35,1,026
10007795,10007795,FVH5,1,026
10007795,10007795,FVH5,1,093
10007795,10007795,G100,1,032
10007795,10007795,G101,1,032
10007795,10007795,G150,1,032
10007795,10007795,G1N3,1,032
10007795,10007795,G1N3,1,065
10007795,10007795,G400,1,035
10007795,10007795,G402,1,035
10007795,10007795,G4G1,1,032
10007795,10007795,G4G1,1,035
10007795,10007795,G4G2,1,032
10007795,10007795,G4G2,1,035
10007795,10007795,G4T5,1,035
10007795,10007795,G4T6,1,035
10007795,10007795,G700,1,035
10007795,10007795,G702,1,035
10007795,10007795,GG13,1,032
10007795,10007795,GG1H,1,032
10007795,10007795,GL11,1,032
10007795,10007795,GL11,1,052
10007795,10007795,GN12,1,032
10007795,10007795,GN12,1,063
10007795,10007795,GR11,1,032
10007795,10007795,GR11,1,079
10007795,10007795,GR12,1,032
10007795,10007795,GR12,1,080
10007795,10007795,GVC5,1,032
10007795,10007795,GVC5,1,093
10007795,10007795,GW13,1,032
10007795,10007795,GW13,1,097
10007795,10007795,H200,1,041
10007795,10007795,H202,1,041
10007795,10007795,H202,1,048
10007795,10007795,H205,1,041
10007795,10007795,H291,1,041
10007795,10007795,H296,1,041
10007795,10007795,H2N2,1,048
10007795,10007795,H2N2,1,041
10007795,10007795,H2N7,1,041
10007795,10007795,H2N7,1,048
10007795,10007795,H300,1,037
10007795,10007795,H305,1,037
10007795,10007795,H330,1,037
10007795,10007795,H335,1,037
10007795,10007795,H403,1,003
10007795,10007795,H405,1,009
10007795,10007795,H410,1,038
10007795,10007795,H415,1,038
10007795,10007795,H460,1,038
10007795,10007795,H600,1,040
10007795,10007795,H605,1,040
10007795,10007795,H610,1,040
10007795,10007795,H615,1,040
10007795,10007795,H631,1,040
10007795,10007795,H636,1,040
10007795,10007795,H640,1,040
10007795,10007795,H645,1,040
10007795,10007795,H6B7,1,035
10007795,10007795,H6B7,1,040
10007795,10007795,H6B8,1,035
10007795,10007795,H6B8,1,040
10007795,10007795,H790,1,037
10007795,10007795,H795,1,037
10007795,10007795,H800,1,042
10007795,10007795,H801,1,042
10007795,10007795,H805,1,042
10007795,10007795,H806,1,042
10007795,10007795,H851,1,042
10007795,10007795,H856,1,042
10007795,10007795,H891,1,042
10007795,10007795,H896,1,042
10007795,10007795,HH36,1,037
10007795,10007795,HH41,1,037
10007795,10007795,HHH1,1,040
10007795,10007795,HHH6,1,040
10007795,10007795,HJ85,1,044
10007795,10007795,HJ85,1,042
10007795,10007795,HJ90,1,044
10007795,10007795,HJ90,1,042
10007795,10007795,HK21,1,041
10007795,10007795,HK26,1,041
10007795,10007795,HN42,1,038
10007795,10007795,HN42,1,063
10007795,10007795,I400,1,035
10007795,10007795,I402,1,035
10007795,10007795,K1H2,1,041
10007795,10007795,L100,1,052
10007795,10007795,L112,1,052
10007795,10007795,L200,1,053
10007795,10007795,L254,1,053
10007795,10007795,L300,1,054
10007795,10007795,L301,1,057
10007795,10007795,L390,1,057
10007795,10007795,L390,1,061
10007795,10007795,L390,1,093
10007795,10007795,L430,1,055
10007795,10007795,L432,1,055
10007795,10007795,L500,1,058
10007795,10007795,L700,1,059
10007795,10007795,L7N9,1,050
10007795,10007795,L7N9,1,059
10007795,10007795,L920,1,057
10007795,10007795,LL12,1,052
10007795,10007795,LL12,1,053
10007795,10007795,LL17,1,052
10007795,10007795,LL17,1,059
10007795,10007795,LL32,1,053
10007795,10007795,LL32,1,054
10007795,10007795,LL34,1,054
10007795,10007795,LL34,1,055
10007795,10007795,LL37,1,031
10007795,10007795,LL37,1,054
10007795,10007795,LL3F,1,053
10007795,10007795,LL3F,1,054
10007795,10007795,LL42,1,053
10007795,10007795,LL42,1,055
10007795,10007795,LL43,1,054
10007795,10007795,LL43,1,055
10007795,10007795,LLLCDHEBM,2,063
10007795,10007795,LLLCFDCFS,2,058
10007795,10007795,LLLCFDLT,2,103
10007795,10007795,LN12,1,052
10007795,10007795,LN12,1,063
10007795,10007795,LN13,1,052
10007795,10007795,LN13,1,065
10007795,10007795,LN72,1,031
10007795,10007795,LN72,1,063
10007795,10007795,LR13,1,081
10007795,10007795,LR13,1,052
10007795,10007795,LR23,1,081
10007795,10007795,LR23,1,053
10007795,10007795,LR24,1,082
10007795,10007795,LR24,1,053
10007795,10007795,LR27,1,083
10007795,10007795,LR27,1,057
10007795,10007795,LR2H,1,053
10007795,10007795,LR2H,1,081
10007795,10007795,LR2J,1,081
10007795,10007795,LR2J,1,057
10007795,10007795,LR2K,1,057
10007795,10007795,LR2K,1,082
10007795,10007795,LR2M,1,053
10007795,10007795,LR2M,1,082
10007795,10007795,LR34,1,054
10007795,10007795,LR34,1,082
10007795,10007795,LR44,1,082
10007795,10007795,LR44,1,055
10007795,10007795,LRC3,1,052
10007795,10007795,LRC3,1,081
10007795,10007795,LRF3,1,081
10007795,10007795,LRF3,1,053
10007795,10007795,LRF5,1,057
10007795,10007795,LRF5,1,082
10007795,10007795,LRF6,1,053
10007795,10007795,LRF6,1,083
10007795,10007795,LRF7,1,053
10007795,10007795,LRF7,1,083
10007795,10007795,LRF8,1,083
10007795,10007795,LRF8,1,053
10007795,10007795,LRF9,1,053
10007795,10007795,LRF9,1,083
10007795,10007795,LRFH,1,081
10007795,10007795,LRFH,1,057
10007795,10007795,LRFR,1,057
10007795,10007795,LRFR,1,083
10007795,10007795,LRG3,1,053
10007795,10007795,LRG3,1,081
10007795,10007795,LRGR,1,083
10007795,10007795,LRGR,1,057
10007795,10007795,LT11,1,052
10007795,10007795,LT11,1,087
10007795,10007795,LT13,1,052
10007795,10007795,LT13,1,087
10007795,10007795,LT1J,1,052
10007795,10007795,LT1J,1,087
10007795,10007795,LT21,1,053
10007795,10007795,LT21,1,087
10007795,10007795,LT22,1,053
10007795,10007795,LT22,1,087
10007795,10007795,LT23,1,053
10007795,10007795,LT23,1,087
10007795,10007795,LT26,1,057
10007795,10007795,LT26,1,088
10007795,10007795,LT2F,1,057
10007795,10007795,LT2F,1,087
10007795,10007795,LT31,1,054
10007795,10007795,LT31,1,087
10007795,10007795,LT93,1,057
10007795,10007795,LT93,1,087
10007795,10007795,LTF3,1,053
10007795,10007795,LTF3,1,087
10007795,10007795,LTG3,1,053
10007795,10007795,LTG3,1,087
10007795,10007795,LV25,1,053
10007795,10007795,LV25,1,093
10007795,10007795,LV26,1,053
10007795,10007795,LV26,1,094
10007795,10007795,LV35,1,054
10007795,10007795,LV35,1,093
10007795,10007795,LV36,1,054
10007795,10007795,LV36,1,094
10007795,10007795,LV45,1,055
10007795,10007795,LV45,1,093
10007795,10007795,LX93,1,058
10007795,10007795,LX93,1,105
10007795,10007795,M100,1,060
10007795,10007795,M101,1,060
10007795,10007795,MM29,1,055
10007795,10007795,MM29,1,054
10007795,10007795,MM29,1,060
10007795,10007795,MR11,1,060
10007795,10007795,MR12,1,060
10007795,10007795,MR12,1,080
10007795,10007795,MR13,1,060
10007795,10007795,MR13,1,082
10007795,10007795,N120,1,061
10007795,10007795,N1N5,1,061
10007795,10007795,N1N5,1,062
10007795,10007795,N200,1,063
10007795,10007795,N2N5,1,062
10007795,10007795,N2N5,1,063
10007795,10007795,N420,1,065
10007795,10007795,N420,1,066
10007795,10007795,N4N2,1,063
10007795,10007795,N611,1,064
10007795,10007795,NG31,1,032
10007795,10007795,NG31,1,065
10007795,10007795,NN13,1,061
10007795,10007795,NN13,1,065
10007795,10007795,NT23,1,063
10007795,10007795,NT23,1,087
10007795,10007795,NT2J,1,063
10007795,10007795,NT2J,1,087
10007795,10007795,P390,1,069
10007795,10007795,P900,1,069
10007795,10007795,PJ59,1,069
10007795,10007795,PJ59,1,073
10007795,10007795,PORTUGUESE_TYPE3,1,32
10007795,10007795,Q100,1,084
10007795,10007795,Q190,1,103
10007795,10007795,Q200,1,075
10007795,10007795,Q300,1,075
10007795,10007795,Q306,1,075
10007795,10007795,Q3Q1,1,075
10007795,10007795,Q3Q1,1,084
10007795,10007795,Q805,1,078
10007795,10007795,Q805,1,093
10007795,10007795,Q810,1,078
10007795,10007795,Q810,1,090
10007795,10007795,QL33,1,054
10007795,10007795,QL33,1,075
10007795,10007795,QL34,1,055
10007795,10007795,QL34,1,075
10007795,10007795,QQ38,1,075
10007795,10007795,QQ38,1,078
10007795,10007795,QQ83,1,075
10007795,10007795,QQ83,1,078
10007795,10007795,QQP7,1,078
10007795,10007795,QQP7,1,094
10007795,10007795,QR11,1,079
10007795,10007795,QR11,1,084
10007795,10007795,QR12,1,080
10007795,10007795,QR12,1,084
10007795,10007795,QR13,1,084
10007795,10007795,QR13,1,081
10007795,10007795,QR14,1,082
10007795,10007795,QR14,1,084
10007795,10007795,QR15,1,082
10007795,10007795,QR15,1,084
10007795,10007795,QR17,1,084
10007795,10007795,QR17,1,083
10007795,10007795,QR31,1,079
10007795,10007795,QR31,1,075
10007795,10007795,QR32,1,080
10007795,10007795,QR32,1,075
10007795,10007795,QR33,1,075
10007795,10007795,QR33,1,081
10007795,10007795,QR34,1,075
10007795,10007795,QR34,1,082
10007795,10007795,QR35,1,082
10007795,10007795,QR35,1,075
10007795,10007795,QR37,1,083
10007795,10007795,QR37,1,075
10007795,10007795,QR81,1,078
10007795,10007795,QR81,1,079
10007795,10007795,QR83,1,081
10007795,10007795,QR83,1,078
10007795,10007795,QR84,1,078
10007795,10007795,QR84,1,082
10007795,10007795,QR87,1,083
10007795,10007795,QR87,1,078
10007795,10007795,QR8H,1,081
10007795,10007795,QR8H,1,078
10007795,10007795,QRC3,1,084
10007795,10007795,QRC3,1,081
10007795,10007795,QRC7,1,084
10007795,10007795,QRC7,1,083
10007795,10007795,QRH3,1,081
10007795,10007795,QRH3,1,075
10007795,10007795,QRH7,1,083
10007795,10007795,QRH7,1,075
10007795,10007795,QRV7,1,078
10007795,10007795,QRV7,1,083
10007795,10007795,QT11,1,084
10007795,10007795,QT11,1,087
10007795,10007795,QT12,1,084
10007795,10007795,QT12,1,087
10007795,10007795,QT16,1,084
10007795,10007795,QT16,1,088
10007795,10007795,QT1H,1,084
10007795,10007795,QT1H,1,087
10007795,10007795,QT31,1,075
10007795,10007795,QT31,1,087
10007795,10007795,QT32,1,075
10007795,10007795,QT32,1,087
10007795,10007795,QT33,1,075
10007795,10007795,QT33,1,087
10007795,10007795,QT36,1,075
10007795,10007795,QT36,1,088
10007795,10007795,QT46,1,088
10007795,10007795,QT86,1,078
10007795,10007795,QT86,1,088
10007795,10007795,QV15,1,084
10007795,10007795,QV15,1,093
10007795,10007795,QV31,1,075
10007795,10007795,QV31,1,090
10007795,10007795,QV33,1,075
10007795,10007795,QV33,1,090
10007795,10007795,QV35,1,075
10007795,10007795,QV35,1,093
10007795,10007795,QV36,1,075
10007795,10007795,QV36,1,094
10007795,10007795,QV81,1,078
10007795,10007795,QV81,1,090
10007795,10007795,QV8M,1,078
10007795,10007795,QV8M,1,093
10007795,10007795,QW33,1,075
10007795,10007795,QW33,1,097
10007795,10007795,QW34,1,075
10007795,10007795,QW34,1,098
10007795,10007795,R120,1,079
10007795,10007795,R1W4,1,098
10007795,10007795,R1W4,1,079
10007795,10007795,R220,1,080
10007795,10007795,R2W4,1,098
10007795,10007795,R2W4,1,080
10007795,10007795,R305,1,081
10007795,10007795,R310,1,081
10007795,10007795,R3W4,1,081
10007795,10007795,R3W4,1,098
10007795,10007795,R410,1,082
10007795,10007795,R4W4,1,082
10007795,10007795,R4W4,1,098
10007795,10007795,R5W4,1,32
10007795,10007795,R5W4,1,098
10007795,10007795,R705,1,083
10007795,10007795,R710,1,083
10007795,10007795,R7W4,1,083
10007795,10007795,R7W4,1,098
10007795,10007795,RL11,1,052
10007795,10007795,RL11,1,079
10007795,10007795,RL12,1,053
10007795,10007795,RL12,1,079
10007795,10007795,RL13,1,054
10007795,10007795,RL13,1,079
10007795,10007795,RL14,1,055
10007795,10007795,RL14,1,079
10007795,10007795,RL21,1,052
10007795,10007795,RL21,1,080
10007795,10007795,RL22,1,053
10007795,10007795,RL22,1,080
10007795,10007795,RL23,1,054
10007795,10007795,RL23,1,080
10007795,10007795,RL24,1,055
10007795,10007795,RL24,1,080
10007795,10007795,RL33,1,054
10007795,10007795,RL33,1,081
10007795,10007795,RL34,1,055
10007795,10007795,RL34,1,081
10007795,10007795,RL41,1,052
10007795,10007795,RL41,1,082
10007795,10007795,RL42,1,053
10007795,10007795,RL42,1,082
10007795,10007795,RL47,1,031
10007795,10007795,RL47,1,082
10007795,10007795,RL52,1,053
10007795,10007795,RL52,1,082
10007795,10007795,RL71,1,052
10007795,10007795,RL71,1,083
10007795,10007795,RL72,1,053
10007795,10007795,RL72,1,083
10007795,10007795,RL73,1,054
10007795,10007795,RL73,1,083
10007795,10007795,RLC2,1,053
10007795,10007795,RLC2,1,079
10007795,10007795,RLD2,1,057
10007795,10007795,RLD2,1,079
10007795,10007795,RLF2,1,053
10007795,10007795,RLF2,1,080
10007795,10007795,RLH3,1,054
10007795,10007795,RLH3,1,081
10007795,10007795,RLH4,1,055
10007795,10007795,RLH4,1,081
10007795,10007795,RLR1,1,052
10007795,10007795,RLR1,1,083
10007795,10007795,RLR3,1,054
10007795,10007795,RLR3,1,083
10007795,10007795,RLT1,1,052
10007795,10007795,RLT1,1,083
10007795,10007795,RLT2,1,053
10007795,10007795,RLT2,1,083
10007795,10007795,RLT3,1,054
10007795,10007795,RLT3,1,083
10007795,10007795,RN12,1,063
10007795,10007795,RN12,1,079
10007795,10007795,RN22,1,063
10007795,10007795,RN22,1,080
10007795,10007795,RN32,1,063
10007795,10007795,RN32,1,081
10007795,10007795,RN42,1,063
10007795,10007795,RN42,1,082
10007795,10007795,RN52,1,063
10007795,10007795,RN52,1,082
10007795,10007795,RN72,1,063
10007795,10007795,RN72,1,083
10007795,10007795,RNH2,1,063
10007795,10007795,RNH2,1,081
10007795,10007795,RNR2,1,063
10007795,10007795,RNR2,1,083
10007795,10007795,RNT2,1,063
10007795,10007795,RNT2,1,083
10007795,10007795,RQ71,1,083
10007795,10007795,RQ71,1,084
10007795,10007795,RQ73,1,075
10007795,10007795,RQ73,1,083
10007795,10007795,RQ78,1,078
10007795,10007795,RQ78,1,083
10007795,10007795,RR12,1,079
10007795,10007795,RR12,1,080
10007795,10007795,RR13,1,079
10007795,10007795,RR13,1,081
10007795,10007795,RR14,1,079
10007795,10007795,RR14,1,082
10007795,10007795,RR15,1,079
10007795,10007795,RR15,1,082
10007795,10007795,RR17,1,079
10007795,10007795,RR17,1,083
10007795,10007795,RR23,1,080
10007795,10007795,RR23,1,081
10007795,10007795,RR24,1,080
10007795,10007795,RR24,1,082
10007795,10007795,RR25,1,080
10007795,10007795,RR25,1,32
10007795,10007795,RR27,1,080
10007795,10007795,RR27,1,083
10007795,10007795,RR34,1,081
10007795,10007795,RR34,1,082
10007795,10007795,RR35,1,081
10007795,10007795,RR35,1,32
10007795,10007795,RR37,1,081
10007795,10007795,RR37,1,083
10007795,10007795,RR38,1,053
10007795,10007795,RR38,1,081
10007795,10007795,RR3T,1,081
10007795,10007795,RR3T,1,083
10007795,10007795,RR45,1,076
10007795,10007795,RR45,1,082
10007795,10007795,RR47,1,082
10007795,10007795,RR47,1,083
10007795,10007795,RR57,1,083
10007795,10007795,RR57,1,082
10007795,10007795,RR5R,1,083
10007795,10007795,RR5R,1,082
10007795,10007795,RR71,1,083
10007795,10007795,RR71,1,079
10007795,10007795,RR72,1,080
10007795,10007795,RR72,1,083
10007795,10007795,RR73,1,081
10007795,10007795,RR73,1,083
10007795,10007795,RR74,1,082
10007795,10007795,RR74,1,083
10007795,10007795,RR75,1,083
10007795,10007795,RR75,1,082
10007795,10007795,RR81,1,053
10007795,10007795,RR81,1,079
10007795,10007795,RR82,1,080
10007795,10007795,RR82,1,053
10007795,10007795,RR83,1,053
10007795,10007795,RR83,1,081
10007795,10007795,RR84,1,082
10007795,10007795,RR84,1,053
10007795,10007795,RR85,1,082
10007795,10007795,RR85,1,053
10007795,10007795,RRC3,1,081
10007795,10007795,RRC3,1,079
10007795,10007795,RRC7,1,083
10007795,10007795,RRC7,1,079
10007795,10007795,RRF3,1,080
10007795,10007795,RRF3,1,081
10007795,10007795,RRF7,1,080
10007795,10007795,RRF7,1,083
10007795,10007795,RRH4,1,081
10007795,10007795,RRH4,1,082
10007795,10007795,RRH5,1,081
10007795,10007795,RRH5,1,32
10007795,10007795,RRH7,1,081
10007795,10007795,RRH7,1,083
10007795,10007795,RRK7,1,082
10007795,10007795,RRK7,1,083
10007795,10007795,RRR3,1,081
10007795,10007795,RRR3,1,083
10007795,10007795,RT11,1,087
10007795,10007795,RT11,1,079
10007795,10007795,RT12,1,087
10007795,10007795,RT12,1,079
10007795,10007795,RT13,1,087
10007795,10007795,RT13,1,079
10007795,10007795,RT16,1,079
10007795,10007795,RT16,1,088
10007795,10007795,RT21,1,080
10007795,10007795,RT21,1,087
10007795,10007795,RT22,1,087
10007795,10007795,RT22,1,080
10007795,10007795,RT23,1,080
10007795,10007795,RT23,1,087
10007795,10007795,RT26,1,080
10007795,10007795,RT26,1,088
10007795,10007795,RT31,1,081
10007795,10007795,RT31,1,087
10007795,10007795,RT32,1,087
10007795,10007795,RT32,1,081
10007795,10007795,RT36,1,088
10007795,10007795,RT36,1,081
10007795,10007795,RT41,1,087
10007795,10007795,RT41,1,082
10007795,10007795,RT46,1,082
10007795,10007795,RT46,1,088
10007795,10007795,RT51,1,087
10007795,10007795,RT51,1,32
10007795,10007795,RT56,1,088
10007795,10007795,RT56,1,082
10007795,10007795,RT71,1,083
10007795,10007795,RT71,1,087
10007795,10007795,RT72,1,083
10007795,10007795,RT72,1,087
10007795,10007795,RT73,1,083
10007795,10007795,RT73,1,087
10007795,10007795,RT76,1,33
10007795,10007795,RT76,1,083
10007795,10007795,RT7J,1,083
10007795,10007795,RT7J,1,087
10007795,10007795,RTC6,1,079
10007795,10007795,RTC6,1,088
10007795,10007795,RTH1,1,087
10007795,10007795,RTH1,1,081
10007795,10007795,RTH2,1,081
10007795,10007795,RTH2,1,087
10007795,10007795,RTR1,1,083
10007795,10007795,RTR1,1,087
10007795,10007795,RTR2,1,083
10007795,10007795,RTR2,1,087
10007795,10007795,RTR6,1,088
10007795,10007795,RTR6,1,083
10007795,10007795,RTT1,1,083
10007795,10007795,RTT1,1,087
10007795,10007795,RTT2,1,083
10007795,10007795,RTT2,1,087
10007795,10007795,RV11,1,079
10007795,10007795,RV11,1,090
10007795,10007795,RV13,1,079
10007795,10007795,RV13,1,090
10007795,10007795,RV15,1,079
10007795,10007795,RV15,1,093
10007795,10007795,RV16,1,094
10007795,10007795,RV16,1,079
10007795,10007795,RV21,1,090
10007795,10007795,RV21,1,080
10007795,10007795,RV23,1,090
10007795,10007795,RV23,1,080
10007795,10007795,RV25,1,080
10007795,10007795,RV25,1,093
10007795,10007795,RV26,1,080
10007795,10007795,RV26,1,094
10007795,10007795,RV31,1,081
10007795,10007795,RV31,1,090
10007795,10007795,RV33,1,081
10007795,10007795,RV33,1,090
10007795,10007795,RV35,1,081
10007795,10007795,RV35,1,093
10007795,10007795,RV36,1,081
10007795,10007795,RV36,1,094
10007795,10007795,RV39,1,081
10007795,10007795,RV39,1,21
10007795,10007795,RV3M,1,081
10007795,10007795,RV3M,1,093
10007795,10007795,RV41,1,090
10007795,10007795,RV41,1,082
10007795,10007795,RV43,1,090
10007795,10007795,RV43,1,082
10007795,10007795,RV45,1,093
10007795,10007795,RV45,1,082
10007795,10007795,RV51,1,082
10007795,10007795,RV51,1,090
10007795,10007795,RV55,1,093
10007795,10007795,RV55,1,082
10007795,10007795,RV56,1,094
10007795,10007795,RV56,1,082
10007795,10007795,RV71,1,083
10007795,10007795,RV71,1,090
10007795,10007795,RV75,1,090
10007795,10007795,RV75,1,083
10007795,10007795,RV75,1,093
10007795,10007795,RV76,1,094
10007795,10007795,RV76,1,083
10007795,10007795,RV79,1,21
10007795,10007795,RV79,1,083
10007795,10007795,RV7M,1,093
10007795,10007795,RV7M,1,083
10007795,10007795,RVC3,1,093
10007795,10007795,RVC3,1,079
10007795,10007795,RVF3,1,093
10007795,10007795,RVF3,1,080
10007795,10007795,RVH1,1,081
10007795,10007795,RVH1,1,090
10007795,10007795,RVH3,1,090
10007795,10007795,RVH3,1,081
10007795,10007795,RVH5,1,093
10007795,10007795,RVH5,1,081
10007795,10007795,RVH6,1,094
10007795,10007795,RVH6,1,081
10007795,10007795,RVJ5,1,081
10007795,10007795,RVJ5,1,093
10007795,10007795,RVR1,1,083
10007795,10007795,RVR1,1,090
