PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,EMPPOP,EMPRESP_RATE,EMPAGG,EMPSBJ,WORKSTUDY,STUDY,ASSUNEMP,BOTH,NOAVAIL,WORK
10000571,10000571,BS-FS-SW,1,20,90,13,007,95,25,0,0,5,70
10000571,10000571,BS-GDS,1,10,85,24,,65,25,25,10,10,25
10000571,10000571,BS-GE,1,30,90,14,,85,0,10,5,5,80
10000571,10000571,BS-GEPH,1,45,85,13,031,85,5,10,5,5,75
10000571,10000571,BS-HN,1,15,85,24,,100,20,0,10,0,70
10000571,10000571,BS-HN-SW,1,20,90,13,007,95,25,0,0,5,70
10000571,10000571,BS-PS,1,45,65,14,,90,25,5,5,5,65
10000571,10000571,BS-SC,1,15,75,14,,95,0,5,5,0,90
10000571,10000571,F-29,1,30,60,12,29,85,5,10,0,5,80
10000571,10000571,F-34,1,55,76,12,34,91,24,5,5,5,62
10000571,10000571,F-35,1,20,60,12,35,85,5,10,10,5,70
10000571,10000571,F-36,1,125,79,12,36,85,4,7,0,8,81
10000571,10000571,MOD-CWAEN,1,15,85,14,,100,35,0,15,0,55
10000571,10000571,MOD-CWAPU,1,20,75,24,,70,0,15,0,15,70
10000610,10000610,B1322,1,15,76,23,024,85,40,10,15,10,30
10000610,10000610,B868,1,15,76,23,024,85,40,10,15,10,30
10000610,10000610,E2021,1,15,59,23,061,90,45,0,15,10,30
10000610,10000610,F1090,1,10,71,23,035,90,85,10,10,0,0
10000610,10000610,F1925,1,10,71,23,035,90,85,10,10,0,0
10000610,10000610,H1400,1,15,76,23,067,100,50,0,20,0,30
10000610,10000610,H665C01,1,15,76,23,067,100,50,0,20,0,30
10000610,10000610,K1246,1,25,77,13,054,90,55,0,10,10,25
10000610,10000610,L1323,1,25,62,22,36,95,25,5,10,0,60
10000610,10000610,L1324,1,25,66,22,38,95,65,0,10,5,25
10000610,10000610,L1412C01,1,20,61,23,100,95,65,0,10,5,20
10000610,10000610,L1582,1,20,61,23,100,95,65,0,10,5,20
10000610,10000610,L1601,1,20,51,11,H,95,55,0,0,5,40
10000610,10000610,L1609,1,20,51,11,H,95,55,0,0,5,40
10000610,10000610,L510C01,1,20,61,23,096,95,10,5,5,0,80
10000610,10000610,L511C01,1,20,61,23,096,95,10,5,5,0,80
10000610,10000610,L515,1,20,61,23,100,95,65,0,10,5,20
10000610,10000610,L516,1,20,51,11,H,95,55,0,0,5,40
10000654,10000654,NFCDLBCA,1,15,70,23,105,95,30,0,40,5,25
10000654,10000654,SPRTMFH05,1,15,65,23,018,100,70,0,10,0,25
10000712,10000712,BA_AAM,1,170,76,13,067,85,3,12,7,3,76
10000712,10000712,BA_BEN,1,55,82,14,,65,7,24,7,11,50
10000712,10000712,BA_BEN,2,15,80,24,,65,5,30,0,5,55
10000712,10000712,BA_BTM,1,170,76,13,067,85,3,12,7,3,76
10000712,10000712,BA_CAMM,1,15,75,14,,80,5,10,5,5,70
10000712,10000712,BA_CHI,1,105,73,13,105,78,12,18,4,4,62
10000712,10000712,BA_CHIE,1,105,73,13,105,78,12,18,4,4,62
10000712,10000712,BA_DMK,1,40,70,13,062,80,15,20,10,0,60
10000712,10000712,BA_EVE,1,45,80,14,,85,0,15,10,0,75
10000712,10000712,BA_HBMM,1,25,80,14,,80,0,15,0,10,80
10000712,10000712,BA_HEV,1,25,75,24,,95,5,5,5,0,90
10000712,10000712,BA_HMM,1,25,60,14,,80,5,10,10,15,65
10000712,10000712,BA_HRM,1,35,65,13,023,90,10,5,5,5,75
10000712,10000712,BA_HTM,1,15,60,14,,95,0,5,5,0,85
10000712,10000712,BA_ITB,1,30,90,14,,85,5,15,5,0,75
10000712,10000712,BA_ITB,2,30,65,23,067,75,5,10,5,15,65
10000712,10000712,BA_MKT,1,25,70,14,,85,20,15,10,0,60
10000712,10000712,BA_MKT,2,25,70,22,25,70,10,20,0,10,60
10000712,10000712,BA_MWE,1,15,60,14,,75,10,25,10,0,60
10000712,10000712,BA_MWE,2,25,70,22,25,70,10,20,0,10,60
10000712,10000712,BA_SFS,1,170,76,13,067,85,3,12,7,3,76
10000712,10000712,BA_SM_,1,20,70,14,,75,5,20,0,5,70
10000712,10000712,BA_SPA,1,170,76,13,067,85,3,12,7,3,76
10000712,10000712,BSCAFN,1,35,65,13,023,90,10,5,5,5,75
10000712,10000712,BSCBPT,1,35,65,13,023,90,10,5,5,5,75
10000712,10000712,BSCCSC,1,35,65,13,023,90,10,5,5,5,75
10000712,10000712,BSCFDI,1,35,65,13,023,90,10,5,5,5,75
10000712,10000712,BSCITM,1,15,65,14,,95,5,5,20,0,65
10000712,10000712,BSCSPT,1,60,72,14,,93,5,7,2,0,86
10000712,10000712,FDGAAH,1,105,84,13,067,89,51,5,20,6,17
10000712,10000712,FDGAFN,1,30,90,13,023,95,45,5,15,5,35
10000712,10000712,FDGBCT,1,30,90,13,023,95,45,5,15,5,35
10000712,10000712,FDGBTM,1,105,84,13,067,89,51,5,20,6,17
10000712,10000712,FDGBUS,1,15,90,14,,80,30,10,30,5,25
10000712,10000712,FDGBUS,2,15,65,11,D,95,35,5,25,0,35
10000712,10000712,FDGCAMM,1,20,90,14,,95,45,0,20,5,35
10000712,10000712,FDGCHI,1,45,85,13,105,90,55,5,25,0,10
10000712,10000712,FDGCHIE,1,45,85,13,105,90,55,5,25,0,10
10000712,10000712,FDGCSC,1,30,90,13,023,95,45,5,15,5,35
10000712,10000712,FDGDMK,1,10,80,13,062,100,40,0,40,0,15
10000712,10000712,FDGEVE,1,25,95,14,,95,65,5,25,0,5
10000712,10000712,FDGFDI,1,30,90,13,023,95,45,5,15,5,35
10000712,10000712,FDGHBMM,1,15,85,24,,90,40,10,25,0,30
10000712,10000712,FDGHEV,1,105,84,13,067,89,51,5,20,6,17
10000712,10000712,FDGHMM,1,55,79,14,,85,31,15,24,0,30
10000712,10000712,FDGHRM,1,30,90,13,023,95,45,5,15,5,35
10000712,10000712,FDGHSC,2,25,85,23,058,90,5,5,60,5,20
10000712,10000712,FDGHSCS,2,25,85,23,058,90,5,5,60,5,20
10000712,10000712,FDGITBH,1,25,90,14,,90,45,5,40,5,10
10000712,10000712,FDGITBH,2,15,65,13,067,95,40,5,20,0,35
10000712,10000712,FDGMKT,1,10,90,24,,90,40,10,30,0,20
10000712,10000712,FDGMKT,2,15,65,11,D,95,35,5,25,0,35
10000712,10000712,FDGMSI,2,15,65,13,067,95,40,5,20,0,35
10000712,10000712,FDGMWE,1,15,90,24,,95,50,5,25,0,20
10000712,10000712,FDGPCH,2,45,90,13,105,80,25,10,30,10,25
10000712,10000712,FDGPCHE,2,45,90,13,105,80,25,10,30,10,25
10000712,10000712,FDGPHT,2,15,80,24,,100,20,0,55,0,25
10000712,10000712,FDGSFS,1,105,84,13,067,89,51,5,20,6,17
10000712,10000712,FDGSM_,1,10,75,24,,90,40,10,15,0,35
10000712,10000712,FDGSPA,1,105,84,13,067,89,51,5,20,6,17
10000712,10000712,FDGSPT,1,20,85,14,,90,45,10,30,0,20
10000712,10000712,FDGTHM,1,105,84,13,067,89,51,5,20,6,17
10000712,10000712,FDGYCF,2,25,85,23,058,90,5,5,60,5,20
10000720,10000720,BAC2,1,10,100,12,37,100,0,0,90,0,10
10000720,10000720,BAC3,1,10,100,12,37,100,0,0,90,0,10
10000720,10000720,KIS00025,2,10,80,13,019,65,25,15,10,15,35
10000720,10000720,KIS00109,2,15,63,13,058,95,30,5,10,0,55
10000720,10000720,KIS00110,2,15,63,13,058,95,30,5,10,0,55
10000721,10000721,BScAABT,1,25,79,24,,95,5,5,5,0,85
10000721,10000721,BScBIO,1,40,86,12,09,85,5,0,5,10,75
10000721,10000721,BScEqBM,1,40,86,13,024,85,5,0,5,10,75
10000721,10000721,BScEqBM,2,10,80,23,024,90,10,0,10,10,75
10000721,10000721,BScEqSc,1,15,78,24,,80,5,15,15,5,55
10000721,10000721,BScEqSc,2,10,80,23,024,90,10,0,10,10,75
10000721,10000721,BScEqSpC,1,40,86,13,024,85,5,0,5,10,75
10000721,10000721,BScEqSpC,2,10,80,23,024,90,10,0,10,10,75
10000721,10000721,BScEqTR,1,10,80,14,,100,15,0,0,0,85
10000721,10000721,BScEqTR,2,10,80,23,024,90,10,0,10,10,75
10000721,10000721,BScSpC,1,15,71,13,018,95,15,5,5,0,75
10000721,10000721,FDACBT,1,40,86,13,024,85,5,0,5,10,75
10000721,10000721,FDACBT,2,10,80,23,024,90,10,0,10,10,75
10000721,10000721,FDAG,1,20,86,14,,95,60,0,15,5,15
10000721,10000721,FDAG,2,15,94,13,024,90,10,10,0,0,75
10000721,10000721,FDAMB,1,10,73,14,,100,80,0,10,0,10
10000721,10000721,FDAMB,2,15,94,13,024,90,10,10,0,0,75
10000721,10000721,FDCM,2,10,100,24,,80,0,10,0,10,80
10000721,10000721,FDDes,2,10,75,24,,100,10,0,40,0,50
10000721,10000721,FDEqBM,1,50,84,13,024,95,65,0,15,0,20
10000721,10000721,FDEqBM,2,15,94,13,024,90,10,10,0,0,75
10000721,10000721,FDEqSc,1,50,84,13,024,95,65,0,15,0,20
10000721,10000721,FDEqSc,2,15,94,13,024,90,10,10,0,0,75
10000721,10000721,FDEqSpC,1,50,84,13,024,95,65,0,15,0,20
10000721,10000721,FDEqSpC,2,15,94,13,024,90,10,10,0,0,75
10000721,10000721,FDEqTR,1,10,92,24,,100,65,0,20,0,20
10000721,10000721,FDEqTR,2,15,94,13,024,90,10,10,0,0,75
10000721,10000721,FDFlor,1,50,84,13,024,95,65,0,15,0,20
10000721,10000721,FDPFS,2,10,91,24,,90,30,0,0,10,60
10000721,10000721,FDPT,1,15,71,13,018,95,15,5,5,0,75
10000721,10000721,FDSpC,1,15,83,24,,100,25,0,55,0,20
10000747,10000747,BS2521A12,1,15,79,24,,100,80,0,5,0,15
10000747,10000747,BS2521B14,1,10,92,12,27,90,75,10,0,0,20
10000747,10000747,BS2550A14,1,10,73,23,060,90,75,10,10,0,10
10000747,10000747,BS2611A14,1,10,69,24,,90,80,10,0,0,10
10000747,10000747,BS3001B15,1,15,61,13,061,85,15,15,0,0,70
10000747,10000747,BS3001B15P,1,15,61,13,061,85,15,15,0,0,70
10000747,10000747,BS3001B15Z,1,15,61,13,061,85,15,15,0,0,70
10000747,10000747,BS3030A14,1,35,79,14,,85,25,5,10,10,50
10000747,10000747,BS3060A15,1,15,61,11,D,85,15,15,0,0,70
10000747,10000747,BS3060A15P,1,15,61,11,D,85,15,15,0,0,70
10000747,10000747,BS3060A15Z,1,15,61,11,D,85,15,15,0,0,70
10000747,10000747,BS3310A14,1,35,79,14,,85,25,5,10,10,50
10000747,10000747,BS3560A15,1,10,55,13,061,100,80,0,10,0,10
10000747,10000747,EH2210C13,1,30,64,13,011,90,70,0,5,15,15
10000747,10000747,EH2502A12,1,10,71,23,103,90,30,10,20,0,40
10000747,10000747,EH2502A12,2,20,66,24,,90,35,5,5,5,45
10000747,10000747,EH2510A11,1,15,56,13,018,95,95,0,0,5,0
10000747,10000747,EH2540A11,1,15,67,24,,100,80,0,15,0,5
10000747,10000747,EH2550A11,1,15,67,24,,100,80,0,15,0,5
10000747,10000747,EH2560A13,1,10,85,24,,100,75,0,10,0,20
10000747,10000747,EH3101A11,1,10,60,14,,90,25,0,10,10,60
10000747,10000747,IA2520A11,1,15,64,24,,95,95,5,0,0,0
10000747,10000747,IA2540A11,1,10,100,14,,80,70,0,0,20,10
10000747,10000747,IA2540B11,1,10,100,14,,80,70,0,0,20,10
10000747,10000747,IA2540C11,1,10,100,14,,80,70,0,0,20,10
10000747,10000747,IA2661A09,1,10,75,24,,85,60,10,10,10,15
10000747,10000747,IA3000A12,1,15,81,24,,65,40,20,5,20,20
10000747,10000747,IA3000A12Z,1,15,81,23,075,65,40,20,5,20,20
10000747,10000747,IA3020A10Z,1,15,47,23,095,70,0,10,0,20,70
10000747,10000747,IA3020A15,1,15,47,24,,70,0,10,0,20,70
10000747,10000747,IA3070A13,1,20,75,14,,85,5,5,0,10,80
10000747,10000747,IA3070A13Z,1,20,75,13,096,85,5,5,0,10,80
10000747,10000747,IA3070B13,1,20,75,14,,85,5,5,0,10,80
10000747,10000747,IA3070B13Z,1,15,47,23,095,70,0,10,0,20,70
10000747,10000747,IA3100C12Z,1,30,65,13,054,85,15,0,5,15,65
10000747,10000747,IA3100G07,1,10,41,23,092,65,35,10,0,25,25
10000747,10000747,IA3120A12,1,10,71,14,,85,25,0,0,15,60
10000747,10000747,IA3120A12Z,1,30,65,13,054,85,15,0,5,15,65
10000747,10000747,SS2501A09,1,30,62,14,,100,70,0,5,0,20
10000747,10000747,SS2511A13,1,15,68,24,,80,65,5,0,15,15
10000747,10000747,SS2511B13,1,15,68,23,053,80,65,5,0,15,15
10000747,10000747,SS2511C13,1,15,68,23,053,80,65,5,0,15,15
10000747,10000747,SS2521A14,1,15,70,14,,100,80,0,15,0,5
10000747,10000747,SS2541A15,1,30,68,13,058,100,80,0,10,0,15
10000747,10000747,SS2571A12,1,15,70,23,063,90,65,5,5,5,20
10000747,10000747,SS2588A13,1,10,71,24,,90,30,10,20,0,40
10000747,10000747,SS2588A13,2,20,66,23,103,90,35,5,5,5,45
10000747,10000747,SS2596A13,1,10,85,23,006,100,75,0,10,0,20
10000747,10000747,SS2599A11,1,35,72,14,,90,40,5,15,5,35
10000747,10000747,SS2610B10,1,15,52,14,,75,70,0,10,25,0
10000747,10000747,SS2650A13,1,35,66,11,D,95,75,5,5,5,15
10000747,10000747,SS2650B13,1,35,66,11,D,95,75,5,5,5,15
10000747,10000747,ST2225A12,1,15,81,13,040,100,95,0,0,0,5
10000747,10000747,ST2225A12,2,15,62,13,040,95,5,0,15,5,75
10000747,10000747,ST2225C12,1,20,78,11,9,100,90,0,0,0,10
10000747,10000747,ST2225C12,2,30,61,23,037,100,5,0,5,0,95
10000747,10000747,ST2225E12,1,20,78,11,9,100,90,0,0,0,10
10000747,10000747,ST2225E12,2,30,61,23,037,100,5,0,5,0,95
10000747,10000747,ST2290A15,1,15,81,13,040,100,95,0,0,0,5
10000747,10000747,ST2290A15,2,15,62,13,040,95,5,0,15,5,75
10000747,10000747,ST2390B15,1,15,56,11,3,95,95,0,0,5,0
10000747,10000747,ST2570A15,1,10,79,13,035,100,90,0,0,0,10
10000747,10000747,ST3023B12Z,1,25,53,11,H,80,5,5,0,15,75
10000747,10000747,ST3023C12Z,1,10,75,13,037,85,0,10,10,10,75
10000747,10000747,ST3070A13,1,20,47,24,,80,15,20,0,0,70
10000747,10000747,ST3070A13Z,1,20,47,23,019,80,15,20,0,0,70
10000747,10000747,ST3323B12,1,25,53,11,H,80,5,5,0,15,75
10000747,10000747,ST3323C12,1,10,75,13,037,85,0,10,10,10,75
10000754,10000754,BH1HE55,1,10,52,14,,90,65,10,20,0,10
10000754,10000754,BH1HE55,2,15,74,13,063,100,30,0,50,0,20
10000754,10000754,BH1HE61,1,30,63,12,28,90,50,5,10,5,30
10000754,10000754,BH1HE63,1,10,50,14,,100,65,0,15,0,15
10000754,10000754,BH1HE68,1,20,58,13,075,85,15,0,10,15,60
10000754,10000754,EA1HE114,1,50,75,13,037,90,30,5,10,5,55
10000754,10000754,EA1HE115,1,50,75,13,037,90,30,5,10,5,55
10000754,10000754,EA1HE116,1,50,75,13,037,90,30,5,10,5,55
10000754,10000754,EA1HE117,1,50,75,13,037,90,30,5,10,5,55
10000754,10000754,EM1HE508,1,15,52,13,063,85,55,10,25,10,10
10000754,10000754,EM1HE508,2,15,74,14,,100,30,0,50,0,20
10000754,10000754,ES1HE01,1,15,57,22,05,100,95,0,5,0,0
10000754,10000754,ES1HE03,1,10,58,24,,100,100,0,0,0,0
10000754,10000754,ET1HE548,1,10,50,13,037,100,0,0,0,0,100
10000754,10000754,ET1HE548,2,10,48,23,037,100,0,0,0,0,100
10000754,10000754,ET1HE549,1,10,63,24,,100,0,0,0,0,100
10000754,10000754,ET1HE549,2,10,48,23,037,100,0,0,0,0,100
10000754,10000754,ET1HE567,1,54,73,12,14,89,30,4,7,7,52
10000754,10000754,IH1HE01,1,20,76,24,,100,55,0,15,0,30
10000754,10000754,IH1HE03,1,20,72,24,,100,90,0,10,0,0
10000754,10000754,IH1HE07,1,25,59,13,035,90,70,10,15,0,10
10000754,10000754,IH1HE08,1,25,59,13,035,90,70,10,15,0,10
10000754,10000754,MH1HE46,1,15,74,14,,95,0,5,0,0,95
10000754,10000754,MH1HE47,1,30,85,14,,85,5,15,5,0,70
10000754,10000754,SM1HE50,1,15,50,14,,95,30,0,30,5,35
10000754,10000754,SM1HE77,1,40,66,14,,90,50,0,25,10,20
10000754,10000754,SM1HE89,1,30,63,12,28,90,50,5,10,5,30
10000754,10000754,SM1HE90,1,10,40,14,,70,30,0,20,30,20
10000754,10000754,SM1HE92,1,15,74,24,,100,55,0,30,0,20
10000754,10000754,SM1HE93,1,20,49,13,011,85,50,0,25,15,10
10000754,10000754,SM1HE98,1,10,91,23,058,100,20,0,30,0,50
10000754,10000754,TH1HE144,1,20,61,13,067,95,45,5,15,0,35
10000754,10000754,TH1HE146,1,20,61,13,067,95,45,5,15,0,35
10000754,10000754,TH1HE150,1,15,68,13,018,100,85,0,10,0,10
10000754,10000754,TH1HE151,1,15,68,13,018,100,85,0,10,0,10
10000754,10000754,VA1HE12,1,20,77,23,102,65,0,20,0,15,65
10000754,10000754,VA1HE13,1,20,77,23,102,65,0,20,0,15,65
10000754,10000754,VA1HE14,1,20,75,14,,70,5,5,0,20,65
10000754,10000754,VG1HE13,1,15,88,14,,80,0,20,0,0,80
10000754,10000754,VL1HE13,1,10,52,14,,65,0,15,0,15,65
10000754,10000754,VM1HE01,1,10,52,13,100,65,0,15,0,15,65
10000754,10000754,VM1HE03,1,15,75,23,074,65,5,15,5,20,55
10000754,10000754,VP1HE50,1,20,77,24,,95,10,5,5,0,80
10000754,10000754,VP1HE51,1,25,66,14,,80,0,15,0,5,80
10000812,10000812,564226,1,15,70,14,,100,30,0,40,0,30
10000812,10000812,564231,1,10,80,24,,100,40,0,10,0,50
10000812,10000812,666642,1,15,74,21,3,95,40,5,10,0,40
10000820,10000820,FDBBF,1,10,86,13,061,100,75,0,15,0,10
10000820,10000820,FDCGIAVF,1,10,71,13,035,80,60,20,10,0,10
10000820,10000820,FDCGIMAF,1,10,71,13,035,80,60,20,10,0,10
10000820,10000820,FDCONF,1,10,71,13,035,80,60,20,10,0,10
10000820,10000820,FDEDF,2,20,86,13,040,95,30,0,35,5,35
10000820,10000820,FDMDF,2,20,80,13,037,95,25,0,45,5,30
10000820,10000820,FDMMF,2,20,80,13,037,95,25,0,45,5,30
10000820,10000820,HDABF,1,10,86,13,012,60,25,25,0,15,35
10000824,10000824,BAAAF_VL46,1,10,65,13,091,65,5,35,30,0,35
10000824,10000824,BAAAF_VL46,1,15,95,23,056,90,15,5,25,5,55
10000824,10000824,BAAFFS_L100,1,130,77,14,,87,5,8,8,5,75
10000824,10000824,BAAFFS_N420,1,130,77,14,,87,5,8,8,5,75
10000824,10000824,BAAFFS_NL31,1,130,77,14,,87,5,8,8,5,75
10000824,10000824,BAAFFS_NM41,1,130,77,14,,87,5,8,8,5,75
10000824,10000824,BAAFFS_NN13,1,130,77,14,,87,5,8,8,5,75
10000824,10000824,BAAFFS_NN41,1,130,77,14,,87,5,8,8,5,75
10000824,10000824,BAAFFS_NN43,1,130,77,14,,87,5,8,8,5,75
10000824,10000824,BAARCF_C786,1,10,65,13,091,65,5,35,30,0,35
10000824,10000824,BAAS_N590,1,160,77,13,062,91,1,5,1,4,88
10000824,10000824,BABSS_N100,1,145,81,14,,89,1,6,6,5,82
10000824,10000824,BACAAF_GW4F,1,35,80,14,,80,5,15,5,5,70
10000824,10000824,BACOMMF_P900,1,20,80,14,,90,5,5,0,5,85
10000824,10000824,BACVAF_W280,1,25,75,14,,80,15,15,5,5,65
10000824,10000824,BAEF_Q300,1,45,80,14,,95,10,0,5,0,80
10000824,10000824,BAELMS_N506,1,30,70,14,,95,0,0,5,5,95
10000824,10000824,BAEMS_N820,1,60,74,14,,90,2,5,3,5,85
10000824,10000824,BAFF_T6H3,1,110,76,13,069,87,5,9,3,4,79
10000824,10000824,BAHF_H4F5,1,10,65,12,34,65,5,35,30,0,35
10000824,10000824,BAIBMP_BAIBMEP,2,15,60,24,,100,0,0,10,0,90
10000824,10000824,BAIHMS_N863,1,45,75,14,,95,5,0,0,0,90
10000824,10000824,BAINDS_W242,1,25,70,14,,90,5,5,0,5,85
10000824,10000824,BAMCS_N591,1,160,77,13,062,91,1,5,1,4,88
10000824,10000824,BAMMJF_P500,1,45,80,14,,95,5,0,0,5,85
10000824,10000824,BAMPF_PH10,1,110,76,13,069,87,5,9,3,4,79
10000824,10000824,BAMSWF_W620,1,20,70,14,,70,20,30,10,0,40
10000824,10000824,BAPOF_P486,1,45,80,11,B,90,5,5,5,5,75
10000824,10000824,BAPRS_P210,1,55,75,14,,85,0,7,4,7,81
10000824,10000824,BARMS_N240,1,40,80,14,,90,0,10,5,0,90
10000824,10000824,BASAF_LL36,1,10,70,13,054,85,0,0,0,15,85
10000824,10000824,BASCF_H2L9,1,10,70,13,054,85,0,0,0,15,85
10000824,10000824,BASF_18J3,1,10,70,13,054,85,0,0,0,15,85
10000824,10000824,BASPDS_H101,1,50,85,14,,85,0,10,0,5,80
10000824,10000824,BASPDS_W240,1,50,85,14,,85,0,10,0,5,80
10000824,10000824,BASWF_L500,1,25,75,14,,95,0,5,0,0,95
10000824,10000824,BATMS_N800,1,35,75,14,,90,5,0,5,10,80
10000824,10000824,BATPF_W621,1,65,81,14,,89,3,9,3,2,83
10000824,10000824,BSAAFSF_4K2M,1,60,82,13,027,90,21,7,11,3,59
10000824,10000824,BSAAFSF_4K2M,1,10,65,13,091,65,5,35,30,0,35
10000824,10000824,BSAAFSF_4K2M,1,15,95,23,056,90,15,5,25,5,55
10000824,10000824,BSAF_J21B,1,15,95,23,056,90,15,5,25,5,55
10000824,10000824,BSANF_B700,1,75,71,14,,97,3,1,1,1,93
10000824,10000824,BSANF_B740,1,145,71,13,005,97,3,1,1,2,92
10000824,10000824,BSARCF_F400,1,20,80,24,,80,30,20,15,0,35
10000824,10000824,BSBSF_C100,1,25,75,14,,90,10,10,0,5,80
10000824,10000824,BSCESF_CB69,1,40,80,13,011,100,5,0,5,0,90
10000824,10000824,BSCOFS_G503,1,110,74,14,,88,2,11,0,1,86
10000824,10000824,BSCOFS_G506,1,110,74,14,,88,2,11,0,1,86
10000824,10000824,BSCOFS_G550,1,110,74,14,,88,2,11,0,1,86
10000824,10000824,BSCOFS_G602,1,110,74,14,,88,2,11,0,1,86
10000824,10000824,BSCOFS_G610,1,110,74,14,,88,2,11,0,1,86
10000824,10000824,BSCOFS_I120,1,110,74,14,,88,2,11,0,1,86
10000824,10000824,BSCSMF_2DA6,1,160,73,13,035,86,4,11,2,3,80
10000824,10000824,BSCYNF_B702,1,145,71,13,005,97,3,1,1,2,92
10000824,10000824,BSCYNF_B730,1,145,71,13,005,97,3,1,1,2,92
10000824,10000824,BSDES_H100,1,15,60,14,,90,5,5,15,5,70
10000824,10000824,BSEVSF_D449,1,10,75,14,,90,20,10,0,0,75
10000824,10000824,BSEWCF_CD14,1,20,90,14,,65,0,20,5,15,60
10000824,10000824,BSFBF_F3B7,1,60,82,13,027,90,21,7,11,3,59
10000824,10000824,BSFBF_F3B7,1,25,95,13,012,70,5,15,10,15,60
10000824,10000824,BSFIF_F401,1,15,80,14,,80,20,20,5,0,55
10000824,10000824,BSFSCF_F413,1,40,85,14,,95,25,5,10,5,60
10000824,10000824,BSGF_F800,1,10,85,13,059,85,10,15,10,0,65
10000824,10000824,BSGPS_I610,1,160,73,13,035,86,4,11,2,3,80
10000824,10000824,BSGTS_G601,1,25,75,14,,75,5,15,10,15,60
10000824,10000824,BSMATS_J932,1,25,75,14,,85,5,10,5,5,75
10000824,10000824,BSMNF_B701,1,10,60,14,,100,0,0,0,0,100
10000824,10000824,BSMNF_B761,1,145,71,13,005,97,3,1,1,2,92
10000824,10000824,BSMSPS_W390,1,15,70,13,097,85,5,10,5,5,80
10000824,10000824,BSMS_N504,1,160,77,13,062,91,1,5,1,4,88
10000824,10000824,BSMWF_B720,1,45,70,14,,95,0,0,0,0,95
10000824,10000824,BSNF_B400,1,15,70,14,,100,0,0,0,0,100
10000824,10000824,BSOTF_B930,1,25,85,14,,100,0,0,0,0,100
10000824,10000824,BSPF_C800,1,100,78,14,,88,16,4,7,8,65
10000824,10000824,BSPSF_86G3,1,145,71,13,005,97,3,1,1,2,92
10000824,10000824,BSPTF_B160,1,20,85,14,,95,0,5,0,0,95
10000824,10000824,BSSDAGF_GG74,1,160,73,13,035,86,4,11,2,3,80
10000824,10000824,BSSDCSS_C600,1,40,80,14,,95,5,5,5,5,85
10000824,10000824,BSSMGS_N2C6,1,10,80,14,,90,0,0,10,10,80
10000824,10000824,BSSMS_N290,1,25,80,14,,90,5,10,5,5,80
10000824,10000824,BSSPCSS_CX81,1,15,60,14,,70,0,5,5,25,65
10000824,10000824,BSSTF_846W,1,65,76,13,018,89,2,4,5,7,82
10000824,10000824,DHODPF_B991,1,15,70,14,,100,0,0,15,0,85
10000824,10000824,LLBLFS_M100,1,75,74,14,,90,11,5,27,4,52
10000824,10000824,MAFAFF_N420,1,65,77,13,066,87,5,8,8,5,75
10000824,10000824,MAFAFF_N420,1,90,74,13,065,89,7,7,11,5,71
10000824,10000824,MDPDF_3LD4,1,125,78,13,096,86,3,9,1,5,81
10000824,10000824,MEES_H105,1,10,65,13,036,90,15,5,10,5,65
10000824,10000824,MLEF_K284,1,45,80,13,075,95,10,0,5,0,80
10000824,10000824,MNNF_R421,1,15,70,13,007,100,0,0,0,0,100
10000833,10007802,NFCDLBWC,1,15,85,14,,100,25,0,65,0,5
10000840,10000840,BAAD5000,1,20,80,11,H,95,20,0,30,5,45
10000840,10000840,BAAT6001,1,15,93,13,095,85,20,5,15,5,50
10000840,10000840,BAAT6001AD,1,15,93,13,095,85,20,5,15,5,50
10000840,10000840,BAAT6001B,2,10,92,22,36,80,10,10,0,10,75
10000840,10000840,BAAT6001FA,1,15,93,13,095,85,20,5,15,5,50
10000840,10000840,BAAT6004A,1,30,84,13,096,70,0,20,0,10,70
10000840,10000840,BAAT6004B,2,10,92,22,36,80,10,10,0,10,75
10000840,10000840,BAAT6005A,1,30,84,13,096,70,0,20,0,10,70
10000840,10000840,BAAT6005B,2,10,92,22,36,80,10,10,0,10,75
10000840,10000840,BAAT6007,2,10,92,22,36,80,10,10,0,10,75
10000840,10000840,BAAT6007B,1,30,84,13,096,70,0,20,0,10,70
10000840,10000840,BAAT6008,2,10,92,21,H,80,10,10,0,10,75
10000840,10000840,BAAT6008B,1,15,100,14,,100,10,0,0,0,90
10000840,10000840,BAAT6009,1,15,100,12,38,70,0,25,0,10,70
10000840,10000840,BAAT6009B,2,10,92,21,H,80,10,10,0,10,75
10000840,10000840,BAMP5MED,1,10,92,24,,90,20,0,20,10,55
10000840,10000840,BAMP5MUS,1,15,88,12,37,100,20,0,40,0,40
10000840,10000840,BAMP5PER,1,10,92,14,,100,25,0,40,0,35
10000840,10000840,BAMP5PRD,1,10,92,14,,100,25,0,40,0,35
10000840,10000840,BBAH5001,1,15,88,24,,95,95,5,0,0,0
10000840,10000840,BBAH5003,1,15,88,23,061,95,95,5,0,0,0
10000840,10000840,BBAH5004,1,15,88,23,061,95,95,5,0,0,0
10000840,10000840,BBAH5005,1,15,88,23,061,95,95,5,0,0,0
10000840,10000840,BBAH5006,1,15,88,23,061,95,95,5,0,0,0
10000840,10000840,BBAT6001A,1,20,86,11,D,80,10,15,10,5,55
10000840,10000840,BBAT6005A,1,10,79,13,066,75,0,25,10,0,65
