PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,EMPPOP,EMPRESP_RATE,EMPAGG,EMPSBJ,WORKSTUDY,STUDY,ASSUNEMP,BOTH,NOAVAIL,WORK
10007762,10007762,P02359,2,10,75,13,036,100,0,0,20,0,80
10007762,10007762,P02367,1,55,79,13,008,100,4,0,2,0,94
10007762,10007762,P02445,1,15,100,14,,95,0,0,0,5,95
10007762,10007762,P02445,2,10,75,13,036,100,0,0,20,0,80
10007762,10007762,P02446,1,15,65,13,037,95,5,5,0,0,90
10007762,10007762,P02447,1,15,65,13,037,95,5,5,0,0,90
10007762,10007762,P02447,2,10,55,13,037,100,0,0,25,0,75
10007762,10007762,P02448,1,15,65,13,037,95,5,5,0,0,90
10007762,10007762,P02448,2,10,55,13,037,100,0,0,25,0,75
10007762,10007762,P02480,1,10,75,14,,100,10,0,0,0,90
10007762,10007762,P02480,2,25,75,23,040,95,5,5,0,0,90
10007762,10007762,P02481,1,15,65,13,037,95,5,5,0,0,90
10007762,10007762,P02481,2,10,55,13,037,100,0,0,25,0,75
10007762,10007762,P02483,1,25,70,24,,95,5,5,15,0,80
10007762,10007762,P02483,2,10,55,14,,100,0,0,25,0,75
10007762,10007762,P02517,1,10,75,14,,90,10,10,0,0,80
10007762,10007762,P02517,2,25,75,23,040,95,5,5,0,0,90
10007762,10007762,P02596,1,25,65,13,067,100,15,0,0,0,80
10007762,10007762,P02600,1,35,70,13,063,85,5,10,0,5,80
10007762,10007762,P02601,1,25,65,13,067,100,15,0,0,0,80
10007762,10007762,P02602,1,265,76,13,061,90,7,5,2,5,81
10007762,10007762,P02602,1,55,75,13,096,90,5,2,0,8,85
10007762,10007762,P02611,1,105,74,13,062,91,3,2,2,7,85
10007762,10007762,P02612,1,40,65,13,065,85,5,5,0,5,85
10007762,10007762,P02612,1,265,76,13,061,90,7,5,2,5,81
10007762,10007762,P02613,1,35,70,12,26,85,5,10,0,5,80
10007762,10007762,P02613,1,265,76,13,061,90,7,5,2,5,81
10007762,10007762,P02651,1,65,72,14,,85,18,9,4,6,63
10007762,10007762,P02655,1,20,85,14,,95,5,5,0,0,90
10007762,10007762,P02655,2,15,55,23,035,55,10,40,0,10,45
10007762,10007762,P02679,1,15,95,24,,100,15,0,0,0,85
10007762,10007762,P02693,1,265,76,13,061,90,7,5,2,5,81
10007762,10007762,P02694,1,35,70,13,063,85,5,10,0,5,80
10007762,10007762,P02696,1,45,70,14,,85,5,5,0,10,80
10007762,10007762,P02697,1,35,70,12,26,85,5,10,0,5,80
10007762,10007762,P02697,1,265,76,13,061,90,7,5,2,5,81
10007762,10007762,P02700,1,265,76,13,061,90,7,5,2,5,81
10007762,10007762,P02702,1,25,65,13,067,100,15,0,0,0,80
10007762,10007762,P02702,1,265,76,13,061,90,7,5,2,5,81
10007762,10007762,P02703,1,35,70,13,063,85,5,10,0,5,80
10007762,10007762,P02704,1,145,75,14,,90,16,4,4,6,69
10007762,10007762,P02705,1,60,70,14,,87,7,2,2,11,79
10007762,10007762,P02706,1,30,75,14,,95,0,5,0,0,95
10007762,10007762,P02707,1,60,70,13,069,87,7,2,2,11,79
10007762,10007762,P02707,1,145,75,13,054,90,16,4,4,6,69
10007762,10007762,P02708,1,70,74,14,,94,1,6,4,0,89
10007762,10007762,P02709,1,20,65,14,,100,5,0,0,0,95
10007762,10007762,P02710,1,20,70,14,,75,0,15,0,10,75
10007762,10007762,P02711,1,40,85,14,,95,65,0,0,5,25
10007762,10007762,P02742,1,185,75,11,B,91,13,3,3,5,76
10007762,10007762,P02743,1,185,75,11,B,91,13,3,3,5,76
10007762,10007762,P02744,1,185,75,11,B,91,13,3,3,5,76
10007762,10007762,P02749,1,50,85,13,060,95,60,0,5,5,30
10007762,10007762,P02751,1,40,65,13,065,85,5,5,0,5,85
10007762,10007762,P02751,1,50,85,13,060,95,60,0,5,5,30
10007762,10007762,P02768,1,170,72,13,035,88,14,9,0,4,74
10007762,10007762,P02768,2,15,55,23,035,55,10,40,0,10,45
10007762,10007762,P02769,1,170,72,13,035,88,14,9,0,4,74
10007762,10007762,P02769,2,15,55,23,035,55,10,40,0,10,45
10007762,10007762,P02793,1,55,75,13,096,90,5,2,0,8,85
10007762,10007762,P02800,2,35,70,13,048,100,0,0,5,0,95
10007762,10007762,P02837,1,15,90,14,,100,0,0,0,0,100
10007762,10007762,P02850,1,10,65,14,,60,10,20,0,20,50
10007762,10007762,P02866,1,35,75,13,040,95,5,5,0,0,90
10007762,10007762,P02866,2,25,75,23,040,95,5,5,0,0,90
10007762,10007762,P02868,1,35,75,13,040,95,5,5,0,0,90
10007762,10007762,P02876,1,150,76,14,,96,1,1,1,3,94
10007762,10007762,P02877,1,30,70,14,,95,5,5,0,0,95
10007762,10007762,P02878,1,10,55,14,,100,10,0,0,0,90
10007762,10007762,P02879,1,35,80,14,,95,0,5,0,0,95
10007762,10007762,P02880,1,35,75,14,,95,5,0,0,5,90
10007762,10007762,P02881,1,30,70,14,,95,5,5,0,0,95
10007762,10007762,P02882,1,10,55,14,,100,10,0,0,0,90
10007762,10007762,P02883,1,35,80,14,,95,0,5,0,0,95
10007762,10007762,P02884,1,40,65,14,,100,5,0,0,0,95
10007762,10007762,P02896,1,25,70,14,,90,0,10,0,0,90
10007762,10007762,P02897,1,20,90,14,,95,40,5,0,0,55
10007762,10007762,P02924,1,35,80,13,036,90,10,5,5,5,80
10007762,10007762,P02924,2,10,75,13,036,100,0,0,20,0,80
10007762,10007762,P02961,1,170,72,13,035,88,14,9,0,4,74
10007762,10007762,P02997,1,85,88,13,048,92,3,5,1,3,87
10007762,10007762,P02997,2,35,70,13,048,100,0,0,5,0,95
10007764,10007764,201718_0E68,1,10,70,14,,65,0,25,10,10,60
10007764,10007764,201718_3K3W,1,20,80,13,050,95,5,5,5,0,85
10007764,10007764,201718_4T5G,1,15,60,23,043,95,5,5,0,0,85
10007764,10007764,201718_5G5B,1,55,65,13,032,85,11,6,2,9,72
10007764,10007764,201718_5Y6J,1,30,75,13,035,95,25,5,0,5,70
10007764,10007764,201718_C120,1,25,75,14,,85,20,10,0,10,60
10007764,10007764,201718_C160,1,60,69,13,012,85,29,8,2,6,55
10007764,10007764,201718_C500,1,60,69,13,012,85,29,8,2,6,55
10007764,10007764,201718_C800,1,20,60,14,,90,15,5,5,5,70
10007764,10007764,201718_C810,1,20,70,24,,70,15,10,0,15,55
10007764,10007764,201718_C8N2,1,45,60,13,019,85,20,5,5,15,60
10007764,10007764,201718_C980,1,10,75,24,,90,10,10,0,0,80
10007764,10007764,201718_CB99,1,15,75,24,,95,45,0,0,5,45
10007764,10007764,201718_CC17,1,60,69,13,012,85,29,8,2,6,55
10007764,10007764,201718_CD96,1,60,69,13,012,85,29,8,2,6,55
10007764,10007764,201718_CF10,1,15,70,13,026,80,70,15,0,5,15
10007764,10007764,201718_CFG0,1,15,70,23,030,95,40,0,0,5,55
10007764,10007764,201718_F100,1,15,50,24,,85,20,5,0,5,65
10007764,10007764,201718_F101,1,15,90,24,,95,45,5,5,0,40
10007764,10007764,201718_F102,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_F103,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_F105,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_F106,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_F107,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_F114,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_F114,1,15,70,23,030,95,40,0,0,5,55
10007764,10007764,201718_F115,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_F115,1,15,70,23,030,95,40,0,0,5,55
10007764,10007764,201718_F125,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_F151,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_F190,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_F1C7,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_F1C7,1,60,69,12,05,85,29,8,2,6,55
10007764,10007764,201718_F1CR,1,60,69,12,05,85,29,8,2,6,55
10007764,10007764,201718_F1CR,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_F1F9,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_F1GL,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_F1R9,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_F1R9,1,20,75,13,083,85,15,5,10,5,65
10007764,10007764,201718_F300,1,15,70,24,,80,35,15,0,5,45
10007764,10007764,201718_F302,1,15,65,24,,90,70,0,0,10,25
10007764,10007764,201718_F311,1,15,70,13,026,80,70,15,0,5,15
10007764,10007764,201718_F314,1,15,70,13,026,80,70,15,0,5,15
10007764,10007764,201718_F320,1,15,70,13,026,80,70,15,0,5,15
10007764,10007764,201718_F322,1,15,70,13,026,80,70,15,0,5,15
10007764,10007764,201718_F340,1,15,70,13,026,80,70,15,0,5,15
10007764,10007764,201718_F344,1,15,70,13,026,80,70,15,0,5,15
10007764,10007764,201718_F390,1,15,70,13,026,80,70,15,0,5,15
10007764,10007764,201718_F391,1,15,70,13,026,80,70,15,0,5,15
10007764,10007764,201718_FC01,1,15,70,13,026,80,70,15,0,5,15
10007764,10007764,201718_G100,1,15,55,14,,100,10,0,0,0,90
10007764,10007764,201718_G101,1,55,65,13,032,85,11,6,2,9,72
10007764,10007764,201718_G1F3,1,15,70,13,026,80,70,15,0,5,15
10007764,10007764,201718_G1F3,1,55,65,13,032,85,11,6,2,9,72
10007764,10007764,201718_G1G3,1,55,65,13,032,85,11,6,2,9,72
10007764,10007764,201718_G1G4,1,30,75,13,035,95,25,5,0,5,70
10007764,10007764,201718_G1G4,1,55,65,13,032,85,11,6,2,9,72
10007764,10007764,201718_G1N3,1,15,60,23,065,90,20,10,10,0,60
10007764,10007764,201718_G1N3,1,55,65,13,032,85,11,6,2,9,72
10007764,10007764,201718_G1N4,1,55,65,13,032,85,11,6,2,9,72
10007764,10007764,201718_G1R1,1,20,75,13,083,85,15,5,10,5,65
10007764,10007764,201718_G1R1,1,55,65,13,032,85,11,6,2,9,72
10007764,10007764,201718_G1R2,1,55,65,13,032,85,11,6,2,9,72
10007764,10007764,201718_G1R2,1,20,75,13,083,85,15,5,10,5,65
10007764,10007764,201718_G1R4,1,55,65,13,032,85,11,6,2,9,72
10007764,10007764,201718_G1R4,1,20,75,13,083,85,15,5,10,5,65
10007764,10007764,201718_G300,1,55,65,13,032,85,11,6,2,9,72
10007764,10007764,201718_G3N3,1,55,65,13,032,85,11,6,2,9,72
10007764,10007764,201718_G400,1,25,90,14,,90,25,5,0,5,65
10007764,10007764,201718_G440,1,25,90,14,,90,25,5,0,5,65
10007764,10007764,201718_G501,1,20,70,24,,95,5,5,0,0,90
10007764,10007764,201718_G560,1,20,70,24,,95,5,5,0,0,90
10007764,10007764,201718_G590,1,20,70,24,,95,5,5,0,0,90
10007764,10007764,201718_G600,1,25,90,14,,90,25,5,0,5,65
10007764,10007764,201718_G601,1,30,75,13,035,95,25,5,0,5,70
10007764,10007764,201718_G700,1,25,90,14,,90,25,5,0,5,65
10007764,10007764,201718_GG13,1,20,70,14,,85,5,10,0,5,80
10007764,10007764,201718_GG14,1,30,75,13,035,95,25,5,0,5,70
10007764,10007764,201718_GG14,1,55,65,13,032,85,11,6,2,9,72
10007764,10007764,201718_GGC3,1,55,65,13,032,85,11,6,2,9,72
10007764,10007764,201718_GGD3,1,10,60,14,,75,10,10,10,15,60
10007764,10007764,201718_GH46,1,20,70,13,040,100,15,0,0,0,85
10007764,10007764,201718_GH46,1,30,75,13,035,95,25,5,0,5,70
10007764,10007764,201718_GHK6,1,30,75,13,035,95,25,5,0,5,70
10007764,10007764,201718_GHK6,1,20,70,13,040,100,15,0,0,0,85
10007764,10007764,201718_GN52,1,20,70,24,,95,5,5,0,0,90
10007764,10007764,201718_H100,1,70,82,12,14,87,7,13,3,0,76
10007764,10007764,201718_H200,1,15,65,24,,90,25,5,10,5,55
10007764,10007764,201718_H201,1,25,90,14,,85,10,10,0,10,75
10007764,10007764,201718_H210,1,45,80,13,041,85,5,10,0,5,80
10007764,10007764,201718_H211,1,45,80,13,041,85,5,10,0,5,80
10007764,10007764,201718_H241,1,45,80,13,041,85,5,10,0,5,80
10007764,10007764,201718_H2K1,1,45,80,13,041,85,5,10,0,5,80
10007764,10007764,201718_H2KC,1,10,85,24,,85,10,10,0,10,75
10007764,10007764,201718_H2L2,1,45,80,13,041,85,5,10,0,5,80
10007764,10007764,201718_H300,1,25,75,14,,80,10,20,0,0,70
10007764,10007764,201718_H301,1,25,80,14,,95,5,5,5,0,85
10007764,10007764,201718_H600,1,15,65,24,,100,20,0,0,0,80
10007764,10007764,201718_H605,1,15,80,14,,100,5,0,0,0,95
10007764,10007764,201718_H671,1,20,70,13,040,100,15,0,0,0,85
10007764,10007764,201718_H800,1,10,50,14,,90,50,10,0,0,40
10007764,10007764,201718_H801,1,45,75,13,042,95,15,5,0,0,80
10007764,10007764,201718_H802,1,45,75,13,042,95,15,5,0,0,80
10007764,10007764,201718_H803,1,45,75,13,042,95,15,5,0,0,80
10007764,10007764,201718_H890,1,15,95,14,,95,0,5,0,0,95
10007764,10007764,201718_H891,1,45,75,13,042,95,15,5,0,0,80
10007764,10007764,201718_H8F1,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_H8F1,1,45,75,13,042,95,15,5,0,0,80
10007764,10007764,201718_H8FC,1,20,65,13,025,90,35,5,0,5,55
10007764,10007764,201718_H8FC,1,45,75,13,042,95,15,5,0,0,80
10007764,10007764,201718_H8H2,1,10,85,14,,90,0,10,0,0,90
10007764,10007764,201718_H8HF,1,45,75,13,042,95,15,5,0,0,80
10007764,10007764,201718_HH38,1,70,82,13,037,87,7,13,3,0,76
10007764,10007764,201718_HH3V,1,70,82,13,037,87,7,13,3,0,76
10007764,10007764,201718_HP32,1,20,70,13,040,100,15,0,0,0,85
10007764,10007764,201718_HP71,1,20,70,13,040,100,15,0,0,0,85
10007764,10007764,201718_HQ30,1,20,70,13,040,100,15,0,0,0,85
10007764,10007764,201718_I100,1,30,75,13,035,95,25,5,0,5,70
10007764,10007764,201718_JW42,1,25,80,14,,80,0,15,0,10,80
10007764,10007764,201718_K131,1,15,60,23,043,95,5,5,0,0,85
10007764,10007764,201718_K132,1,15,60,23,043,95,5,5,0,0,85
10007764,10007764,201718_K221,1,15,65,24,,100,5,0,5,0,85
10007764,10007764,201718_K241,1,15,90,14,,95,0,5,0,0,95
10007764,10007764,201718_K490,1,15,80,14,,95,5,5,5,0,80
10007764,10007764,201718_L100,1,10,65,14,,90,10,10,0,0,80
10007764,10007764,201718_LM12,1,15,70,23,060,90,5,5,25,5,65
10007764,10007764,201718_LM12,1,20,65,13,052,85,20,15,0,0,70
10007764,10007764,201718_LN12,1,20,65,13,052,85,20,15,0,0,70
10007764,10007764,201718_LN12,1,75,74,13,063,82,12,9,2,10,68
10007764,10007764,201718_LN13,1,10,65,24,,75,35,25,10,0,35
10007764,10007764,201718_LN14,1,20,65,13,052,85,20,15,0,0,70
10007764,10007764,201718_LN14,1,55,76,13,066,98,9,0,13,2,77
10007764,10007764,201718_LN15,1,10,70,23,062,90,15,5,5,5,70
10007764,10007764,201718_LN15,1,20,65,13,052,85,20,15,0,0,70
10007764,10007764,201718_N101,1,75,74,13,063,82,12,9,2,10,68
10007764,10007764,201718_N201,1,10,65,14,,90,40,10,0,0,50
10007764,10007764,201718_N202,1,25,75,14,,70,10,10,5,20,50
10007764,10007764,201718_N2M2,1,10,75,14,,90,0,0,0,10,90
10007764,10007764,201718_N2N1,1,75,74,13,063,82,12,9,2,10,68
10007764,10007764,201718_N2N5,1,15,75,14,,100,15,0,0,0,85
10007764,10007764,201718_N2N6,1,75,74,12,26,82,12,9,2,10,68
10007764,10007764,201718_N2N6,1,75,74,13,063,82,12,9,2,10,68
10007764,10007764,201718_N300,1,15,60,23,065,90,20,10,10,0,60
10007764,10007764,201718_NM32,1,10,75,14,,100,0,0,20,0,80
10007764,10007764,201718_NMH2,1,15,60,23,065,90,20,10,10,0,60
10007764,10007764,201718_NMH2,1,15,70,23,060,90,5,5,25,5,65
10007764,10007764,201718_NN23,1,15,60,24,,100,15,0,10,0,75
10007764,10007764,201718_NN34,1,50,75,14,,100,10,0,10,0,80
10007764,10007764,201718_NR21,1,10,70,14,,65,0,25,10,10,60
10007764,10007764,201718_NR22,1,10,70,14,,65,0,25,10,10,60
10007764,10007764,201718_NR24,1,10,70,14,,65,0,25,10,10,60
10007764,10007764,201718_Q190,1,25,85,24,,95,25,0,5,5,65
10007764,10007764,201718_Q191,1,25,85,24,,95,25,0,5,5,65
10007764,10007764,201718_Q192,1,25,85,24,,95,25,0,5,5,65
10007764,10007764,201718_Q193,1,20,75,14,,95,15,0,10,5,70
10007764,10007764,201718_Q194,1,20,75,14,,95,15,0,10,5,70
10007764,10007764,201718_Q195,1,20,75,14,,95,15,0,10,5,70
10007764,10007764,201718_Q196,1,20,75,12,33,95,20,0,10,5,70
10007764,10007764,201718_Q196,1,20,75,13,086,95,20,0,10,5,70
10007764,10007764,201718_Q2P3,1,30,75,13,035,95,25,5,0,5,70
10007764,10007764,201718_Q2P4,1,30,75,13,035,95,25,5,0,5,70
10007764,10007764,201718_Q3R3,1,30,75,13,035,95,25,5,0,5,70
10007764,10007764,201718_R100,1,20,75,13,086,95,20,0,10,5,70
10007764,10007764,201718_R100,1,30,75,12,32,90,15,5,5,5,65
10007764,10007764,201718_R200,1,20,75,13,086,95,20,0,10,5,70
10007764,10007764,201718_R200,1,30,75,12,32,90,15,5,5,5,65
10007764,10007764,201718_R400,1,20,75,13,086,95,20,0,10,5,70
10007764,10007764,201718_R400,1,30,75,12,32,90,15,5,5,5,65
10007764,10007764,201718_RR12,1,20,75,14,,95,15,0,10,5,70
10007764,10007764,201718_RR14,1,20,75,14,,95,15,0,10,5,70
10007764,10007764,201718_RR24,1,20,75,14,,95,15,0,10,5,70
10007764,10007764,201718_RRC2,1,25,85,24,,95,25,0,5,5,65
10007764,10007764,201718_RRC4,1,25,85,24,,95,25,0,5,5,65
10007764,10007764,201718_RRF4,1,25,85,24,,95,25,0,5,5,65
10007764,10007764,201718_W230,1,15,80,14,,90,5,5,0,5,80
10007764,10007764,201718_W232,1,30,80,14,,85,5,0,0,15,80
10007764,10007764,201718_W250,1,10,85,14,,90,0,0,0,10,90
10007764,10007764,201718_W640,1,15,75,14,,75,5,10,0,10,70
10007764,10007764,201718_WN25,1,15,70,14,,90,5,15,0,0,80
10007765,10007765,BA-DV,1,30,75,13,094,100,40,0,10,0,50
10007767,10007767,SUBAFI,1,20,60,12,27,90,5,0,30,10,55
10007767,10007767,SUBBIO,1,80,80,12,05,94,36,5,6,2,52
10007767,10007767,SUBBUS,1,15,70,12,25,90,15,5,10,5,60
10007767,10007767,SUBECO,1,30,80,22,19,95,15,5,15,0,65
10007767,10007767,SUBMAN,1,25,75,12,26,90,15,5,15,5,65
10007767,10007767,SUBPOL,1,35,70,12,20,90,25,5,15,0,55
10007767,10007767,SUBPSC,1,100,78,12,10,87,33,7,5,6,49
10007767,10007767,UACCABMT,1,20,70,13,063,95,15,0,15,5,65
10007767,10007767,UACCABMT,1,10,65,13,066,85,5,5,25,10,55
10007767,10007767,UACCFY,1,10,65,13,066,85,5,5,25,10,55
10007767,10007767,UADNBSCPRE,1,60,76,14,,97,0,0,2,3,95
10007767,10007767,UADNBSCPREFY,1,125,81,13,005,98,1,0,2,2,96
10007767,10007767,UAFIFY,1,10,60,13,065,90,5,0,30,10,55
10007767,10007767,UAFIFY,1,10,65,13,066,85,5,5,25,10,55
10007767,10007767,UAFISH,1,15,65,14,,85,5,0,30,15,50
10007767,10007767,UAMSFY,1,30,70,13,076,95,15,0,10,5,65
10007767,10007767,UAMSMMH,1,30,70,13,076,95,15,0,10,5,65
10007767,10007767,UAMSSH,1,15,90,24,,85,15,0,0,15,70
10007767,10007767,UASTFY,1,20,75,13,026,85,40,10,5,10,40
10007767,10007767,UASTMMH,1,20,75,13,026,85,40,10,5,10,40
10007767,10007767,UBCHANEU,1,15,70,13,016,95,25,0,5,5,65
10007767,10007767,UBCHANEU,1,55,84,13,003,92,18,3,3,5,72
10007767,10007767,UBCHFY,1,25,80,13,025,90,45,5,5,10,40
10007767,10007767,UBCHFY,1,15,70,13,016,95,25,0,5,5,65
10007767,10007767,UBCHMMH,1,25,80,13,025,90,45,5,5,10,40
10007767,10007767,UBCHMMH,1,15,70,13,016,95,25,0,5,5,65
10007767,10007767,UBCHSH,1,15,70,13,016,95,25,0,5,5,65
10007767,10007767,UBECFY,1,20,70,13,063,95,15,0,15,5,65
10007767,10007767,UBECSH,1,20,70,13,063,95,15,0,15,5,65
10007767,10007767,UBIOFY,1,70,83,13,012,93,38,6,6,1,49
10007767,10007767,UBIOMMH,1,70,83,13,012,93,38,6,6,1,49
10007767,10007767,UBIOMMH,1,15,70,13,016,95,25,0,5,5,65
10007767,10007767,UBIOSH,1,70,83,13,012,93,38,6,6,1,49
10007767,10007767,UBMSFY,1,70,83,13,012,93,38,6,6,1,49
10007767,10007767,UBMSSH-2011,1,45,95,14,,95,40,5,5,0,50
10007767,10007767,UBMTAHRM,1,20,70,13,063,95,15,0,15,5,65
10007767,10007767,UBMTAHRM,1,10,85,23,064,85,15,15,5,0,65
10007767,10007767,UBMTAMKT,1,15,65,14,,90,25,0,15,10,55
10007767,10007767,UBMTFY,1,20,70,13,063,95,15,0,15,5,65
10007767,10007767,UBMTFY,1,10,60,13,065,90,5,0,30,10,55
10007767,10007767,UCHEFY,1,10,70,13,027,85,20,15,15,5,50
10007767,10007767,UCHEFY,1,25,80,13,025,90,45,5,5,10,40
10007767,10007767,UCHEMMH,1,10,70,13,027,85,20,15,15,5,50
10007767,10007767,UCHEMMH,1,25,80,13,025,90,45,5,5,10,40
10007767,10007767,UCHESH,1,10,90,14,,100,55,0,0,0,45
10007767,10007767,UCHESHM,1,25,80,13,025,90,45,5,5,10,40
10007767,10007767,UCHNBSCPRE,1,10,85,14,,100,0,0,10,0,90
10007767,10007767,UCHNBSCPREFY,1,125,81,13,005,98,1,0,2,2,96
10007767,10007767,UCRIAPSY,1,30,75,14,,95,10,5,15,5,70
10007767,10007767,UCRIASOC,1,10,75,14,,90,40,10,0,0,50
10007767,10007767,UCRIFY,1,20,80,13,054,95,30,5,10,0,55
10007767,10007767,UCRIFY,1,35,75,13,055,90,15,5,5,5,65
10007767,10007767,UCRIMMH,1,20,80,13,054,95,30,5,10,0,55
10007767,10007767,UCRIMMH,1,35,75,13,055,90,15,5,5,5,65
10007767,10007767,UCRISH,1,35,75,13,055,90,15,5,5,5,65
10007767,10007767,UCSCFY,1,30,75,13,035,95,10,0,0,5,85
10007767,10007767,UCSCMMH,1,30,75,13,035,95,10,0,0,5,85
10007767,10007767,UCSCSH,1,20,80,14,,95,10,0,0,5,85
10007767,10007767,UCSCSHM,1,30,75,13,035,95,10,0,0,5,85
10007767,10007767,UEALFY,1,30,70,13,076,95,15,0,10,5,65
10007767,10007767,UEALFY,1,45,70,13,075,90,20,5,10,5,60
10007767,10007767,UEALSH,1,35,70,14,,95,15,0,10,5,70
10007767,10007767,UECOAFIN,1,10,60,13,065,90,5,0,30,10,55
10007767,10007767,UECOAFIN,1,30,80,23,052,95,15,5,15,0,65
10007767,10007767,UECOFY,1,30,80,23,052,95,15,5,15,0,65
10007767,10007767,UECOFY,1,10,60,13,065,90,5,0,30,10,55
10007767,10007767,UECWFY,1,45,70,13,075,90,20,5,10,5,60
10007767,10007767,UECWSH,1,45,70,13,075,90,20,5,10,5,60
10007767,10007767,UEDUFY,1,15,85,13,105,95,25,0,25,5,45
10007767,10007767,UEDUMMH,1,15,85,13,105,95,25,0,25,5,45
10007767,10007767,UEDUSH,1,15,85,13,105,95,25,0,25,5,45
10007767,10007767,UENGAHIS,1,10,65,14,,90,30,0,20,10,40
10007767,10007767,UENGFY,1,30,70,13,076,95,15,0,10,5,65
10007767,10007767,UENGFY,1,45,70,13,075,90,20,5,10,5,60
10007767,10007767,UENGMMH,1,30,70,13,076,95,15,0,10,5,65
10007767,10007767,UENGMMH,1,45,70,13,075,90,20,5,10,5,60
10007767,10007767,UENGSH,1,45,70,13,075,90,20,5,10,5,60
10007767,10007767,UENSSFY,1,45,80,13,028,90,25,5,5,5,55
10007767,10007767,UENSSH,1,10,85,24,,85,10,10,10,10,65
10007767,10007767,UENSSHSY,1,45,80,13,028,90,25,5,5,5,55
10007767,10007767,UESTFY,1,35,70,13,053,90,25,5,15,0,55
10007767,10007767,UESTMMH,1,35,70,13,053,90,25,5,15,0,55
10007767,10007767,UEVSFY,1,15,75,13,031,95,40,5,0,0,50
10007767,10007767,UEVSMMH,1,15,75,13,031,95,40,5,0,0,50
10007767,10007767,UEVSMMHS,1,15,75,13,031,95,40,5,0,0,50
10007767,10007767,UEVSSH,1,15,75,13,031,95,40,5,0,0,50
10007767,10007767,UEVSSSH,1,15,75,13,031,95,40,5,0,0,50
10007767,10007767,UFCWFY,1,10,70,13,069,95,25,5,15,0,55
10007767,10007767,UFCWFY,1,45,70,13,075,90,20,5,10,5,60
10007767,10007767,UFCWSH,1,10,70,13,069,95,25,5,15,0,55
10007767,10007767,UFCWSH,1,45,70,13,075,90,20,5,10,5,60
10007767,10007767,UFIAFY,1,10,70,13,027,85,20,15,15,5,50
10007767,10007767,UFIASHM,1,10,70,13,027,85,20,15,15,5,50
10007767,10007767,UFINFY,1,10,60,13,065,90,5,0,30,10,55
10007767,10007767,UFINFY,1,30,80,23,052,95,15,5,15,0,65
10007767,10007767,UFSCFY,1,10,70,13,027,85,20,15,15,5,50
10007767,10007767,UFSCFY,1,25,80,13,025,90,45,5,5,10,40
10007767,10007767,UFSCMMH,1,10,70,13,027,85,20,15,15,5,50
10007767,10007767,UFSCMMH,1,25,80,13,025,90,45,5,5,10,40
10007767,10007767,UFSCSH,1,10,70,13,027,85,20,15,15,5,50
10007767,10007767,UFSTHFY,1,10,70,13,069,95,25,5,15,0,55
10007767,10007767,UFSTSH,1,10,70,13,069,95,25,5,15,0,55
10007767,10007767,UGEGFY,1,40,75,13,059,95,30,0,10,5,55
10007767,10007767,UGEGMMH,1,40,75,13,059,95,30,0,10,5,55
10007767,10007767,UGEGSH,1,30,75,14,,95,30,0,10,5,55
10007767,10007767,UGEGSHSFY,1,40,75,13,059,95,30,0,10,5,55
10007767,10007767,UGEOAPHG,1,10,75,14,,80,30,20,0,0,50
10007767,10007767,UGEOFY,1,15,75,13,031,95,40,5,0,0,50
10007767,10007767,UGEOFY,1,45,80,13,028,90,25,5,5,5,55
10007767,10007767,UGEOMMH,1,20,85,24,,100,45,0,5,0,50
10007767,10007767,UGEOMMMH,1,45,80,13,028,90,25,5,5,5,55
10007767,10007767,UGSCMSH,1,45,80,13,028,90,25,5,5,5,55
10007767,10007767,UGSCSFY,1,45,80,13,028,90,25,5,5,5,55
10007767,10007767,UGSCSH,1,20,85,14,,85,20,10,5,5,60
10007767,10007767,UHISAPOL,1,15,80,14,,90,25,10,0,0,70
10007767,10007767,UHISFY,1,35,75,13,090,85,20,5,10,10,55
10007767,10007767,UHISMMH,1,35,75,13,090,85,20,5,10,10,55
10007767,10007767,UHISSH,1,35,75,13,090,85,20,5,10,10,55
10007767,10007767,UHRMFY,1,10,85,23,064,85,15,15,5,0,65
10007767,10007767,UHRMFY,1,20,70,13,063,95,15,0,15,5,65
10007767,10007767,UHUBMMH,1,70,83,13,012,93,38,6,6,1,49
10007767,10007767,UHUBSFY,1,70,83,13,012,93,38,6,6,1,49
